WKT,id,appellation,affected_surveys,parcel_intent,topology_type,statutory_actions,land_district,titles,survey_area,calc_area
"POLYGON ((174.7441589833 -36.8464112333,174.7440776 -36.8464739333,174.74387025 -36.8466344167,174.7436190833 -36.84682875,174.74349245 -36.8467514167,174.7435234667 -36.8467500167,174.74368385 -36.8466259167,174.74400815 -36.8463749833,174.7441091833 -36.8462968333,174.7441908667 -36.8462340833,174.7442876 -36.84615945,174.7443497 -36.8461118167,174.7444263667 -36.8460526667,174.7444672167 -36.8460207667,174.7445063833 -36.8459901667,174.7445776167 -36.8459338,174.7446062667 -36.8459114333,174.744698 -36.8459937667,174.74447835 -36.8461600667,174.7443977 -36.8462235333,174.7443158167 -36.8462879333,174.74423785 -36.8463492333,174.7441589833 -36.8464112333))",5220474,,,Road,Primary,,North Auckland,,,1634
"POLYGON ((174.7451422333 -36.8464017833,174.74521565 -36.8463441,174.7453133 -36.8462662833,174.7455427833 -36.8463391833,174.7454235167 -36.84643295,174.7452974333 -36.8465324167,174.7451360333 -36.8464067167,174.7451422333 -36.8464017833))",5249452,,,Road,Primary,,North Auckland,,,530
"POLYGON ((174.7456675667 -36.8462410333,174.7456577 -36.8462487667,174.74555255 -36.8463314833,174.7455427833 -36.8463391833,174.7453133 -36.8462662833,174.7453785833 -36.8462149333,174.7454440167 -36.8461634667,174.74557585 -36.84605965,174.7456636333 -36.8459907833,174.7457532 -36.8459206833,174.7459412333 -36.8460261167,174.7458400667 -36.84610615,174.7457553 -36.8461725167,174.7456675667 -36.8462410333))",5237228,,,Road,Primary,,North Auckland,,,1052
"POLYGON ((174.7449562167 -36.8461672167,174.7449474167 -36.8461612,174.74486995 -36.8461099167,174.7448589167 -36.8461023333,174.74479515 -36.8460604,174.744698 -36.8459937667,174.7447977667 -36.8459173,174.7451386 -36.84614805,174.7453133 -36.8462662833,174.74521565 -36.8463441,174.7449562167 -36.8461672167))",5208198,,,Road,Primary,,North Auckland,,,734
"POLYGON ((174.7446281 -36.8458944833,174.7446960667 -36.8458410167,174.7447977667 -36.8459173,174.744698 -36.8459937667,174.7446062667 -36.8459114333,174.7446281 -36.8458944833))",5250904,,,Road,Primary,,North Auckland,,,145
"POLYGON ((174.7447977667 -36.8459173,174.7446960667 -36.8458410167,174.7447322333 -36.8458129167,174.7447579333 -36.8457929667,174.744808 -36.845752,174.74484905 -36.8457186,174.74488915 -36.8456857333,174.7450233167 -36.8455763333,174.7451507667 -36.8456295667,174.7450675 -36.84569715,174.7449379833 -36.8458028167,174.7447977667 -36.8459173))",5209748,,,Road,Primary,,North Auckland,,,528
"POLYGON ((174.7459138333 -36.8457941167,174.7460696 -36.8459257833,174.7459412333 -36.8460261167,174.7457532 -36.8459206833,174.7458335 -36.8458574167,174.7459138333 -36.8457941167))",5260044,,,Road,Primary,,North Auckland,,,363
"POLYGON ((174.7483239333 -36.84526105,174.7479163167 -36.8458806,174.7474698167 -36.84654195,174.7473203167 -36.84647555,174.7473562667 -36.8464225167,174.74757205 -36.84610315,174.7478248167 -36.8457291833,174.7481747167 -36.8451946,174.7483239333 -36.84526105))",5225837,,,Road,Primary,,North Auckland,,,2447
"POLYGON ((174.7472386167 -36.8465963833,174.7473203167 -36.84647555,174.7474698167 -36.84654195,174.7473880667 -36.8466628833,174.7472386167 -36.8465963833))",5258373,,,Road,Primary,,North Auckland,,,233
"POLYGON ((174.7468395333 -36.846421,174.7467389667 -36.8463765667,174.7466453833 -36.8463355833,174.74664075 -36.84633355,174.7465432667 -36.8462908333,174.7465411 -36.8462898833,174.7464393667 -36.8462451667,174.7463366 -36.8462002333,174.74623925 -36.8461572,174.7461390833 -36.84611315,174.7459412333 -36.8460261167,174.7460696 -36.8459257833,174.7463895167 -36.8460664,174.7465191833 -36.8461234333,174.74717045 -36.8464096667,174.7473203167 -36.84647555,174.7472386167 -36.8465963833,174.7469375833 -36.8464643333,174.7468395333 -36.846421))",5225852,,,Road,Primary,,North Auckland,,,1977
"POLYGON ((174.7465336167 -36.8470741333,174.7464309833 -36.8470291333,174.7463313167 -36.8469854833,174.7462305833 -36.84694135,174.7461290667 -36.8468968333,174.74603485 -36.8468554667,174.7459357333 -36.8468120333,174.7458324 -36.8467667167,174.7455345667 -36.8466361667,174.7452974333 -36.8465324167,174.7454235167 -36.84643295,174.7458059333 -36.84660065,174.7459059167 -36.8466443333,174.7460116333 -36.8466906667,174.7461102333 -36.8467337667,174.7462093667 -36.8467768167,174.74631185 -36.8468215833,174.7464110167 -36.84686485,174.74651055 -36.8469083333,174.7466131833 -36.8469532833,174.74671305 -36.8469967,174.74691005 -36.8470827333,174.74682555 -36.8472021333,174.7465336167 -36.8470741333))",5229172,,,Road,Primary,,North Auckland,,,2314
"POLYGON ((174.7470735333 -36.8468407167,174.74712735 -36.84676105,174.7471825 -36.8466793667,174.7472386167 -36.8465963833,174.7473880667 -36.8466628833,174.74705945 -36.84714915,174.74691005 -36.8470827333,174.7469630667 -36.8470042667,174.7469902833 -36.8469639333,174.7470735333 -36.8468407167))",5238229,,,Road,Primary,,North Auckland,,,935
"POLYGON ((174.7498477 -36.8474779667,174.7498701667 -36.8474777,174.7499153667 -36.84761455,174.74971955 -36.8476168833,174.7497447 -36.8474791333,174.7497881667 -36.84747865,174.7498252333 -36.8474782167,174.7498477 -36.8474779667))",5257195,,,Road,Primary,,North Auckland,,,218
"POLYGON ((174.7489404 -36.84748835,174.7490508833 -36.84748715,174.7491652333 -36.8474858667,174.7492901833 -36.8474843667,174.7497447 -36.8474791333,174.74971955 -36.8476168833,174.7491681667 -36.8476231667,174.7491118333 -36.84762405,174.7490553333 -36.8476244,174.748805 -36.8476275667,174.7487377333 -36.8476283333,174.7485771167 -36.8476300667,174.7486685667 -36.8474914667,174.7489404 -36.84748835))",5222594,,,Road,Primary,,North Auckland,,,1509
"POLYGON ((174.74682555 -36.8472021333,174.74691005 -36.8470827333,174.74705945 -36.84714915,174.7469751833 -36.84726845,174.74682555 -36.8472021333))",5245677,,,Road,Primary,,North Auckland,,,232
"POLYGON ((174.74682555 -36.8472021333,174.7469751833 -36.84726845,174.7466610667 -36.8477532833,174.74651015 -36.8476883333,174.7466681833 -36.8474450167,174.7466687 -36.8474439833,174.74671825 -36.8473674667,174.7467226833 -36.84736085,174.7467713833 -36.8472857333,174.7467757167 -36.8472792667,174.74682555 -36.8472021333))",5213993,,,Road,Primary,,North Auckland,,,926
"POLYGON ((174.7461106 -36.8475171667,174.7462046 -36.8475567333,174.74630675 -36.8476007,174.7464102167 -36.8476452667,174.74651015 -36.8476883333,174.7464249833 -36.8479322,174.74630475 -36.8478804,174.7461843167 -36.8478285333,174.7460638833 -36.8477766333,174.7459434667 -36.8477247167,174.74582305 -36.8476728,174.74581435 -36.8476690333,174.7457898167 -36.84765905,174.7457647 -36.84765005,174.7457390833 -36.8476420167,174.745713 -36.8476349833,174.7456901 -36.8476297333,174.7456669333 -36.8476252333,174.74564355 -36.8476215333,174.74562 -36.8476186167,174.7455963167 -36.8476165,174.7454670667 -36.8476072167,174.7454601167 -36.8476065333,174.7454365333 -36.8476050167,174.74535155 -36.8475987667,174.7453239167 -36.8475966833,174.74518775 -36.8475869833,174.7452166667 -36.8473429,174.7452169167 -36.8473406667,174.7455640667 -36.8473659833,174.7457748 -36.8473814,174.74580225 -36.8473834167,174.7458852667 -36.8474191667,174.7458911 -36.8474216833,174.7459099833 -36.8474298333,174.7460059667 -36.8474711833,174.7461106 -36.8475171667))",5208719,,,Road,Primary,,North Auckland,,,3341
"POLYGON ((174.7442965167 -36.8475234,174.7443386667 -36.8472816,174.7446836 -36.8473051167,174.7446836167 -36.8473070167,174.7449264333 -36.8473231333,174.7449653333 -36.8473257667,174.7449631 -36.8475708833,174.7445545833 -36.8475417833,174.7442965167 -36.8475234))",5215466,,,Road,Primary,,North Auckland,,,1568
"POLYGON ((174.7449653333 -36.8473257667,174.7450936333 -36.8473344833,174.7452166667 -36.8473429,174.74518775 -36.8475869833,174.7449631 -36.8475708833,174.7449653333 -36.8473257667))",5252047,,,Road,Primary,,North Auckland,,,579
"POLYGON ((174.7440066833 -36.84737405,174.74416735 -36.8471636833,174.7443386667 -36.8472816,174.7442965167 -36.8475234,174.7442756833 -36.8475355167,174.7440066833 -36.84737405))",5253500,,,Road,Primary,,North Auckland,,,683
"POLYGON ((174.7447120667 -36.8469906833,174.7446544 -36.8470357333,174.7445697667 -36.8471019667,174.7443386667 -36.8472816,174.74416735 -36.8471636833,174.7444837 -36.8469162,174.7445645167 -36.8468529667,174.7446471833 -36.8467892,174.7448897833 -36.8465997333,174.7449732 -36.8465343167,174.7450529833 -36.8464717833,174.7451360333 -36.8464067167,174.7452974333 -36.8465324167,174.74521665 -36.8465956333,174.7451382333 -36.8466564333,174.7450530333 -36.8467236,174.7449722667 -36.84678685,174.7448916667 -36.84685025,174.7448107167 -36.8469134167,174.7447326833 -36.8469745167,174.7447316 -36.8469753333,174.7447120667 -36.8469906833))",5214572,,,Road,Primary,,North Auckland,,,2404
"POLYGON ((174.7436190833 -36.84682875,174.7437353667 -36.8468997167,174.7438343 -36.8469602333,174.74416735 -36.8471636833,174.7440066833 -36.84737405,174.7438757167 -36.8472948,174.7437868833 -36.84724055,174.7436964 -36.8471864167,174.7436851333 -36.84717955,174.7434247333 -36.8470205167,174.7436190833 -36.84682875))",5214780,,,Road,Primary,,North Auckland,,,1731
"POLYGON ((174.74349245 -36.8467514167,174.7436190833 -36.84682875,174.7434247333 -36.8470205167,174.74325355 -36.8469158833,174.74349245 -36.8467514167))",5243459,,,Road,Primary,,North Auckland,,,458
"POLYGON ((174.7426616667 -36.8474211833,174.7425715167 -36.8473661167,174.7424734833 -36.84730625,174.7423673833 -36.8472414833,174.7422575667 -36.8471740333,174.7421489167 -36.8471073,174.7420400167 -36.8470408667,174.7419259667 -36.8469714167,174.74172535 -36.8468492,174.7418129833 -36.8467302333,174.7420091333 -36.84685,174.7420939833 -36.8469016667,174.7421887667 -36.8469591833,174.7422802167 -36.8470146333,174.7423676833 -36.8470678333,174.7424575333 -36.8471227167,174.7425474 -36.8471779167,174.7425599 -36.8471855333,174.7426288667 -36.8472273667,174.7427206667 -36.84728345,174.7428083833 -36.8473372333,174.7428987167 -36.8473924833,174.7430866 -36.8475068833,174.74304375 -36.8476545167,174.7426616667 -36.8474211833))",5228790,,,Road,Primary,,North Auckland,,,2220
"POLYGON ((174.7431395667 -36.8473192833,174.74325355 -36.8469158833,174.7434247333 -36.8470205167,174.7433867167 -36.8470638,174.7432967 -36.8473839833,174.743272 -36.8474715667,174.7432502 -36.8475484333,174.7430866 -36.8475068833,174.7431395667 -36.8473192833))",5226305,,,Road,Primary,,North Auckland,,,989
"POLYGON ((174.7416475667 -36.8476123667,174.7416293 -36.8474643833,174.7416024 -36.84724575,174.74157985 -36.8470624167,174.7415729667 -36.8470043167,174.7415575833 -36.8468812833,174.7415395667 -36.84673465,174.74172535 -36.8468492,174.74174945 -36.8470449167,174.74176415 -36.8471645,174.7417776333 -36.8472737667,174.7417910667 -36.8473800167,174.7418043167 -36.8474909,174.7418498 -36.8478602833,174.7416797167 -36.8478732167,174.7416475667 -36.8476123667))",5226883,,,Road,Primary,,North Auckland,,,1827
"POLYGON ((174.7416788833 -36.8466478,174.7418129833 -36.8467302333,174.74172535 -36.8468492,174.7415395667 -36.84673465,174.7416788833 -36.8466478))",5259111,,,Road,Primary,,North Auckland,,,273
"POLYGON ((174.7416788833 -36.8466478,174.74181505 -36.8465034833,174.7418852333 -36.8464290667,174.7420917167 -36.8462101,174.7422292 -36.8462897333,174.7420223167 -36.8465085667,174.7419459167 -36.8465893333,174.7418782667 -36.8466610333,174.7418129833 -36.8467302333,174.7416788833 -36.8466478))",5226742,,,Road,Primary,,North Auckland,,,922
"POLYGON ((174.74035735 -36.8460633,174.7401704167 -36.8460825667,174.7401417 -36.8459027333,174.7404132833 -36.8458747167,174.74043485 -36.8458881333,174.7404363 -36.8458888333,174.7405546333 -36.8459611167,174.7406447 -36.8460161167,174.7407347833 -36.8460711167,174.7407888 -36.8461041,174.74082985 -36.8461288,174.7408428833 -36.8461371667,174.7409243333 -36.8461874833,174.74097385 -36.8462171333,174.7410939333 -36.8462904667,174.7412029667 -36.8463560167,174.7412140333 -36.8463638,174.7412238667 -36.8463698,174.7412804667 -36.8464044,174.7413337667 -36.8464369833,174.7414558 -36.8465115167,174.7415546167 -36.8465724333,174.7416788833 -36.8466478,174.7415395667 -36.84673465,174.7414395 -36.8466735333,174.7410653833 -36.84644505,174.7410404667 -36.8464298167,174.74089255 -36.8463399667,174.7407717833 -36.84626635,174.7407225833 -36.8462361,174.7405974167 -36.8461592833,174.7404445833 -36.8460665333,174.74040135 -36.8460616167,174.74035735 -36.8460633))",5222907,,,Road,Primary,,North Auckland,,,2506
"POLYGON ((174.7416227667 -36.8459256833,174.7415088 -36.845854,174.741392 -36.8457828333,174.7413795167 -36.8457751833,174.74132935 -36.8457445833,174.7412576 -36.8457011167,174.7412414667 -36.8456912167,174.7413669333 -36.8454559833,174.7417296 -36.8456763333,174.7419478 -36.8458089167,174.7420632333 -36.8458790333,174.7420642667 -36.84587795,174.7421495667 -36.8459289833,174.7423904167 -36.8460754,174.7420917167 -36.8462101,174.7419594333 -36.8461298333,174.7418683333 -36.8460741833,174.7417843 -36.8460231333,174.7417569833 -36.8460058833,174.7417065667 -36.84597455,174.74163585 -36.8459326333,174.7416227667 -36.8459256833))",5205648,,,Road,Primary,,North Auckland,,,2906
"POLYGON ((174.7392565333 -36.8464722833,174.7392394333 -36.8463648667,174.7392380333 -36.8463547333,174.73922045 -36.8462446167,174.73920295 -36.8461350667,174.7391871667 -36.8460306333,174.7391743 -36.8459433167,174.73916645 -36.8458875667,174.7391577667 -36.8458315167,174.73914115 -36.8457224333,174.7391226833 -36.8456079167,174.73911005 -36.8455280167,174.7391092167 -36.84552265,174.7391083833 -36.8455173,174.739096 -36.8454375667,174.73906245 -36.8452230667,174.7392322167 -36.8452076333,174.7392753667 -36.8454867,174.73929205 -36.84560055,174.7393079333 -36.84570085,174.7393225667 -36.8457847167,174.73932775 -36.8458027667,174.73934195 -36.8459084667,174.7393456 -36.8459230667,174.7393613333 -36.8460322333,174.7393794333 -36.8461467167,174.7393958 -36.8462520167,174.7394141167 -36.8463777667,174.7394179833 -36.8464081667,174.7394324667 -36.84648915,174.73944175 -36.8465445667,174.7394455167 -36.8465690333,174.7394499833 -36.84659685,174.7394653667 -36.8466949333,174.7394807333 -36.846793,174.7394978333 -36.8469020667,174.7395143333 -36.8470074667,174.7393457167 -36.8470331333,174.7393289333 -36.8469252333,174.7393118167 -36.8468162333,174.7392948167 -36.8467071167,174.7392777167 -36.84659815,174.73925885 -36.8464888333,174.7392565333 -36.8464722833))",5218277,,,Road,Primary,,North Auckland,,,3083
"POLYGON ((174.7401417 -36.8459027333,174.7401704167 -36.8460825667,174.7399427667 -36.8460792,174.73992625 -36.8459757,174.73990975 -36.8458721833,174.7401417 -36.8459027333))",5253510,,,Road,Primary,,North Auckland,,,435
"POLYGON ((174.7399592833 -36.8461827167,174.7399427667 -36.8460792,174.7401704167 -36.8460825667,174.74018645 -36.84618285,174.7402016667 -36.8462781167,174.7402168333 -36.8463734167,174.7402320167 -36.8464687,174.7401179667 -36.8464791167,174.7400079 -36.8464891333,174.7399916833 -36.846387,174.7399756833 -36.8462862,174.7399592833 -36.8461827167))",5225167,,,Road,Primary,,North Auckland,,,895
"POLYGON ((174.73961885 -36.8476739,174.7396361833 -36.8477831833,174.739653 -36.84789025,174.7396699 -36.8479989333,174.73968675 -36.8481085667,174.7397771667 -36.8486862667,174.7397822833 -36.848719,174.73961215 -36.8487329333,174.73958105 -36.8485476,174.7395651167 -36.8484439833,174.7395479667 -36.8483334333,174.7395317 -36.8482278,174.7395151 -36.8481203667,174.7394987833 -36.8480146333,174.7394823833 -36.8479083,174.7394656 -36.84779975,174.7394488833 -36.8476916667,174.7394318833 -36.8475818333,174.7394149 -36.8474736833,174.7394062 -36.8474173333,174.7393975667 -36.8473623667,174.7393811833 -36.8472549,174.73936355 -36.84714455,174.7393457167 -36.8470331333,174.7395143333 -36.8470074667,174.7395311167 -36.8471148333,174.7395490833 -36.8472294167,174.7395843 -36.8474544,174.7396061833 -36.84759435,174.73961885 -36.8476739))",5264182,,,Road,Primary,,North Auckland,,,2922
"POLYGON ((174.7415281667 -36.8480246667,174.7415053833 -36.8480247667,174.7413923167 -36.8480334167,174.741277 -36.8480455667,174.7411687333 -36.8480503,174.7410572167 -36.8480587833,174.7409400333 -36.8480677167,174.7409367 -36.8480679667,174.7409205167 -36.8479312167,174.7410638167 -36.84792025,174.7410861833 -36.8479184333,174.7411253667 -36.84791545,174.7412116667 -36.8479089333,174.7414161333 -36.8478933167,174.7414384333 -36.8478916,174.7414518 -36.8478905833,174.7416797167 -36.8478732167,174.7416923333 -36.84801085,174.7416235833 -36.8480161333,174.7415281667 -36.8480246667))",5222653,,,Road,Primary,,North Auckland,,,1041
"POLYGON ((174.7416923333 -36.84801085,174.7416797167 -36.8478732167,174.7418498 -36.8478602833,174.74186195 -36.8479977667,174.7417909167 -36.84800325,174.7416923333 -36.84801085))",5250493,,,Road,Primary,,North Auckland,,,233
"POLYGON ((174.7420872667 -36.8479803,174.7419750167 -36.8479888,174.74186195 -36.8479977667,174.7418498 -36.8478602833,174.74300965 -36.8477719,174.7429717 -36.8479126667,174.74277335 -36.8479277667,174.7426557 -36.84793675,174.7425550667 -36.8479445833,174.74240195 -36.8479563,174.7421995 -36.84797175,174.7420872667 -36.8479803))",5210439,,,Road,Primary,,North Auckland,,,1550
"POLYGON ((174.7431678667 -36.8478316,174.7431461 -36.84790895,174.7431429667 -36.8479200167,174.7429717 -36.8479126667,174.74300965 -36.8477719,174.74304375 -36.8476545167,174.7430866 -36.8475068833,174.7432502 -36.8475484333,174.7432061667 -36.8476999667,174.7431935333 -36.8477434,174.7431678667 -36.8478316))",5248932,,,Road,Primary,,North Auckland,,,674
"POLYGON ((174.7441181667 -36.8480855333,174.7441028833 -36.8481390833,174.7440876 -36.8481926167,174.7440723333 -36.8482461333,174.7440574833 -36.8482981167,174.7440570333 -36.8482997,174.7440417333 -36.84835325,174.7440168333 -36.8484404167,174.7437125667 -36.8484014333,174.7437672667 -36.8482095,174.74379245 -36.8481211333,174.7438173167 -36.8480330833,174.7438425667 -36.8479441833,174.7438675833 -36.84785615,174.7438792167 -36.8478156833,174.7438974333 -36.8477523167,174.7439228667 -36.8476639,174.7439237167 -36.8476637167,174.74394465 -36.8475906667,174.7439707333 -36.84749935,174.7440066833 -36.84737405,174.7442756833 -36.8475355167,174.7442103167 -36.8477642,174.7441947667 -36.8478179167,174.7441793667 -36.84787145,174.7441789167 -36.8478730333,174.7441689167 -36.8479080667,174.7441591167 -36.8479421833,174.7441487833 -36.84797835,174.7441334667 -36.84803195,174.7441181667 -36.8480855333))",5211796,,,Road,Primary,,North Auckland,,,3018
