WKT,t50_fid,name_ascii,macronated,name,hway_num,rna_sufi,lane_count,way_count,status,surface
"LINESTRING (174.750839954562 -36.8619352944235,174.750415767913 -36.8615943349323)",3319161,BURNS STREET,N,BURNS STREET,,1824286,2,,,sealed
"LINESTRING (174.753859949875 -36.8613706360908,174.753625075749 -36.8616495237381,174.753486651567 -36.86183634576,174.753441036555 -36.8618876284797,174.753379660273 -36.8619487827341,174.75315269698 -36.8621823827483,174.75297304626 -36.8623667118065,174.752774247532 -36.8625695383222,174.75265996534 -36.8626929325923,174.752617687857 -36.8627385810418,174.752517242161 -36.8628451475952,174.752345213495 -36.8630341692732,174.752140113692 -36.863258349487,174.751776687509 -36.8636354764831,174.751550402187 -36.8638672121313,174.7512909079 -36.8641409987147,174.751290514842 -36.8641414122786,174.75128689764 -36.8641452181839,174.750692173343 -36.8647709617422,174.750122716012 -36.8653746995095,174.750003423652 -36.8655019849599,174.749880287029 -36.8656377490706,174.749818637067 -36.8657155335512,174.749768226503 -36.8657918599608,174.749716907699 -36.8658841922799,174.749620548683 -36.8661044306038)",100048270,STATE HIGHWAY 16,N,STATE HIGHWAY 16,16,3055877,1,,,sealed
"LINESTRING (174.750129225839 -36.8656600403174,174.75086459527 -36.8649944369518,174.751545926222 -36.8643850178608,174.752325051487 -36.8636881099277)",6635446,AUCKLAND-KUMEU MOTORWAY,N,AUCKLAND-KUMEU MOTORWAY,16,3037337,4,,,sealed
"LINESTRING (174.75049185808 -36.8645159968009,174.750516342396 -36.8645360371305,174.750526373312 -36.8645462674349,174.750531046724 -36.8645558600978,174.750533039732 -36.8645651353167,174.750535196013 -36.8645815657077,174.750535093672 -36.8645965971369,174.75053090299 -36.8646081104586,174.750525302152 -36.8646164240508,174.750516626891 -36.8646265712033,174.750504133126 -36.864638192425,174.750113648623 -36.8649772481616)",3308558,KEPPELL STREET,N,KEPPELL STREET,,1824205,1,,,sealed
"LINESTRING (174.749535398141 -36.866179427005,174.749608520629 -36.8661589146237,174.749707421199 -36.8661259364742,174.74980512949 -36.8660869701428,174.749897078302 -36.866043473669,174.749992692019 -36.8659806091385,174.750045119471 -36.8659388519413,174.750133743078 -36.865858039026)",3308531,STATE HIGHWAY 16,N,STATE HIGHWAY 16,16,3055877,2,,,sealed
"LINESTRING (174.750133743078 -36.865858039026,174.750827280171 -36.8653279984285,174.750960701212 -36.8652274208161,174.751049158268 -36.8651584569552,174.751493915947 -36.8648173290965,174.751780800911 -36.8646024548656,174.751795308906 -36.8645915884604,174.752170731954 -36.8643103970697,174.752541291217 -36.8640325035581,174.752826765745 -36.8638234639977,174.752979028145 -36.8637123822648,174.753329126253 -36.8634598004993,174.753649564199 -36.8632346948874,174.75373476731 -36.8631712455381,174.753819160156 -36.8631091601046,174.753893537833 -36.8630506015804,174.754057979828 -36.8629204104786,174.754629222759 -36.8624274859562)",3253586,STATE HIGHWAY 16,N,STATE HIGHWAY 16,16,3055877,1,,,sealed
"LINESTRING (174.753375001102 -36.86378235738,174.753688231932 -36.8640882633162,174.753697242227 -36.8640970626561,174.753822494924 -36.8642229092378,174.75383695372 -36.8642374535344,174.754143893407 -36.8645462235968,174.754152156808 -36.8645545363845,174.754282272603 -36.8646869499624)",3319111,VIRGINIA AVENUE WEST,N,VIRGINIA AVENUE WEST,,1832895,2,,,sealed
"LINESTRING (174.751904384041 -36.864680883113,174.752814144178 -36.8640617457136,174.753252625967 -36.8637695487035,174.753272576155 -36.8637563876441,174.753296369745 -36.8637465769519,174.753315612527 -36.8637436439631,174.753334530181 -36.8637471486633,174.753350830617 -36.8637597748269,174.753375001102 -36.86378235738)",3319110,TAKAU STREET,N,TAKAU STREET,,1824165,2,,,sealed
"LINESTRING (174.758014203632 -36.8612933926035,174.758030396825 -36.8612673060849,174.758046417292 -36.8612549766299,174.758071363344 -36.8612490651835,174.758099628184 -36.8612511662498,174.758135588056 -36.8612607112248,174.759522026497 -36.8616732735895)",3287323,DACRE STREET,N,DACRE STREET,,1823902,2,,,sealed
"LINESTRING (174.758934650141 -36.8644592232536,174.758292896089 -36.8642804523968,174.757947279067 -36.8642012400977,174.757720250237 -36.8641581110021,174.757701944342 -36.8641518948252,174.757689628623 -36.8641428878074,174.757682631353 -36.8641310989856,174.757678236479 -36.8641154878268,174.757682308096 -36.8640868306659)",3319116,NORWICH STREET,N,NORWICH STREET,,1824586,2,,,sealed
"LINESTRING (174.757954386683 -36.8631185526194,174.757769854527 -36.8637752714669,174.757682308096 -36.8640868306659)",3319117,DIAMOND STREET,N,DIAMOND STREET,,1831417,2,,,sealed
"LINESTRING (174.756350100763 -36.8621547729818,174.756624432394 -36.8621404631921,174.75681418004 -36.8621820915127,174.75759688843 -36.8623538031958,174.758842218127 -36.8626269944652,174.759361785916 -36.8627409687584)",3287311,RANDOLPH STREET,N,RANDOLPH STREET,,1823743,1,,,sealed
"LINESTRING (174.757375479707 -36.8629927399524,174.75759688843 -36.8623538031958,174.757807794209 -36.8617451650268,174.757811641938 -36.8617340612345,174.758014203632 -36.8612933926035)",3287312,FRANCE STREET SOUTH,N,FRANCE STREET SOUTH,,1824632,2,,,sealed
"LINESTRING (174.763677617641 -36.860776628858,174.763533500274 -36.8607763558298,174.763445387941 -36.8607744465981,174.763317138874 -36.8607679060228,174.763227452317 -36.8607628030951,174.763165503421 -36.8607587306772,174.763047555748 -36.8607431911717,174.762960168078 -36.8607284429074,174.762566414502 -36.8606527891654,174.762448699434 -36.8606255849298,174.762328571625 -36.8605833288762,174.761941070704 -36.8604470207275,174.761737456973 -36.8603667420165,174.761625386158 -36.8603230361989,174.761421790135 -36.8602435002834,174.761326511108 -36.8602054950367,174.76120883903 -36.8601596401171,174.761073552994 -36.8601125589091,174.760892607089 -36.8600520238147,174.760711618329 -36.8599997760311,174.760567751585 -36.8599594264298,174.760455449312 -36.8599270221211,174.760313233517 -36.8598859862079,174.760234124892 -36.859867597129,174.760174388493 -36.8598554422649,174.760087360946 -36.8598416077049,174.760018269894 -36.8598331786722,174.759936699963 -36.8598257735731,174.759676582938 -36.8598021501599,174.759562766813 -36.8597938216312,174.759473947251 -36.8597886570444,174.759335974854 -36.8597818640315,174.759039049038 -36.8597803695817,174.758729669064 -36.8597871446776,174.758531003771 -36.859791294487,174.758269361952 -36.859799692776,174.75815743165 -36.8598050273145,174.758057466444 -36.8598119784,174.757947746596 -36.8598224375294,174.757831498614 -36.8598359387222,174.757748892034 -36.8598459965768,174.757574274478 -36.8598659141115,174.757473024267 -36.8598786207693,174.757342430731 -36.8598950097472,174.757263501959 -36.8599056023536,174.757204542367 -36.8599175526746,174.757178859259 -36.8599227582664,174.757096468254 -36.8599422378391,174.757001156274 -36.8599671488228,174.756903376791 -36.8599933950506,174.756783843254 -36.8600316514527,174.756634881199 -36.8600868292724,174.75657970374 -36.8601099535703,174.756570958823 -36.8601136184702,174.756567991677 -36.8601148619544,174.756507945223 -36.860140026452,174.756433084935 -36.8601682301286,174.756342344889 -36.8602072709863,174.756203764539 -36.8602699923045,174.755941407088 -36.860401696378,174.755798945175 -36.8604831329488,174.755601016925 -36.8606109636106,174.755455049677 -36.860719781599,174.755327923884 -36.8608225134836,174.755148313427 -36.8609824457845,174.755003097207 -36.8611077043768,174.754814200962 -36.8612783758418,174.754582902277 -36.8614861956107,174.754452151575 -36.8616029926406,174.754173368698 -36.8618627670478,174.7537124648 -36.862292239587,174.75337954302 -36.8625967530404,174.753135991063 -36.8628163850321,174.752325051487 -36.8636881099277)",6634966,STATE HIGHWAY 16,N,STATE HIGHWAY 16,16,3055877,1,,,sealed
"LINESTRING (174.763375198908 -36.8592090469621,174.763292614599 -36.8593571653253,174.763124100256 -36.8596693187752,174.763051649448 -36.8597982511393,174.763019843279 -36.8598566578031,174.762996153069 -36.8599076197279,174.76297350447 -36.8599678878893,174.762949367932 -36.8600355042419,174.76292719456 -36.860116409716,174.762924286639 -36.8602437026641,174.762937124826 -36.8603523936617)",6082311,STATE HIGHWAY 1,N,STATE HIGHWAY 1,1,3027695,1,,,sealed
"LINESTRING (174.760643155349 -36.8595459335623,174.760302489007 -36.8594656675182,174.76021033652 -36.8594461935402,174.760081634413 -36.8594227307121,174.760062395346 -36.8594195563205,174.760011083692 -36.8594110910711,174.75985915002 -36.8593906896415,174.75979962085 -36.8593843235509,174.759677979271 -36.8593737422843,174.759349445807 -36.8593611370838,174.75906399389 -36.8593501853464,174.758809082038 -36.8593428982353,174.758707538814 -36.8593400900274,174.758662198731 -36.8593364490383,174.758634278467 -36.8593319291978,174.758604427196 -36.85932611115,174.758570724224 -36.8593159443261)",3287332,CANADA STREET,N,CANADA STREET,,1824245,2,,,sealed
"LINESTRING (174.759065023491 -36.8585133729374,174.761094649824 -36.8585754296625)",3287333,CROSS STREET,N,CROSS STREET,,1823858,2,,,sealed
"LINESTRING (174.760062395346 -36.8594195563205,174.760337605599 -36.8589104493751)",3319133,,N,,,0,2,,,sealed
"LINESTRING (174.761049165996 -36.8602215322587,174.760703088738 -36.8601202570586,174.760617260001 -36.8600968950499,174.760532571478 -36.8600775153482,174.760394310085 -36.8600511486609,174.760351558903 -36.8600429958997,174.760277558143 -36.8600313958177,174.76017602568 -36.8600227903725,174.760039888491 -36.8600135779307,174.759899436319 -36.8600100446126,174.759774338676 -36.8600113862451,174.759648101555 -36.8600183599929,174.759508693529 -36.860032673586,174.759377586239 -36.8600489056588,174.759259247982 -36.860068011308,174.759159358981 -36.8600883741952,174.759036186673 -36.8601182690702,174.758878044916 -36.8601602303608)",6082233,STATE HIGHWAY 16,N,STATE HIGHWAY 16,1,3055877,1,,,sealed
"LINESTRING (174.760275496702 -36.8602923656678,174.760272425622 -36.8602922672295,174.759979482616 -36.8602769899524,174.759811496702 -36.8602693954779,174.759667855362 -36.8602633312785,174.759229077913 -36.860253236208)",3319174,AUCKLAND-HAMILTON MOTORWAY,N,AUCKLAND-HAMILTON MOTORWAY,1,3017109,1,,,sealed
"LINESTRING (174.758878044916 -36.8601602303608,174.758705100318 -36.8601960912092,174.758619986729 -36.8602121719272,174.758602228464 -36.8602155270309,174.758530634289 -36.860229053968,174.758391447646 -36.860246887235,174.758233203893 -36.8602579925664,174.758078447074 -36.8602626195134,174.758020924497 -36.8602605339898)",6636069,AUCKLAND-HAMILTON MOTORWAY,N,AUCKLAND-HAMILTON MOTORWAY,1,3017109,1,,,sealed
"LINESTRING (174.757844711716 -36.8602473817673,174.757722126317 -36.8602281631738,174.757710867231 -36.8602259216115)",6636067,AUCKLAND-HAMILTON MOTORWAY,N,AUCKLAND-HAMILTON MOTORWAY,1,3017109,1,,,sealed
"LINESTRING (174.773382222607 -36.8456928169084,174.772841551128 -36.8455433907535,174.772770572487 -36.8455203178553,174.772756878583 -36.8455153232663,174.772697042377 -36.8454934991293,174.772600978525 -36.8454542606608,174.772526074088 -36.8454236649342,174.772212926539 -36.8453002611934,174.772118001802 -36.8452661772264,174.772043750457 -36.8452418105855,174.771968802448 -36.8452166061196,174.771746836315 -36.8451475482726,174.771670332919 -36.8451247211151,174.771573362964 -36.8450986513041,174.771174412034 -36.8449999371113,174.771108239407 -36.8449853011741,174.771027477407 -36.844967206928,174.770735195509 -36.8449109404111)",6082142,,N,,,0,1,one way,,sealed
"LINESTRING (174.772859429235 -36.8464782190044,174.772996176995 -36.8463897725306,174.773029135167 -36.8463647543586,174.773059349385 -36.8463370811953,174.773082691141 -36.846313586436,174.773115534875 -36.846275605015,174.773138973926 -36.8462440886339,174.77316481759 -36.8462061215055,174.773194105743 -36.846159141816,174.773212795951 -36.8461191605468,174.773382222607 -36.8456928169084,174.773386199572 -36.8456828092363,174.773386777047 -36.8456813560726,174.773394458999 -36.8456620251294,174.773443034201 -36.8455397897619,174.773653512408 -36.8450101347525)",3291728,TANGIHUA STREET,N,TANGIHUA STREET,,1832974,2,,,sealed
"LINESTRING (174.783559054221 -36.8476996543194,174.783324577632 -36.8477255723472,174.782944792665 -36.8477585580043,174.782792190978 -36.8477665321145,174.782639432013 -36.8477676870279,174.782488033959 -36.8477665463442,174.782334957167 -36.8477540620106,174.782137882881 -36.8477354150083,174.781984621491 -36.8477149741344,174.781862498768 -36.8476952027781,174.781693339008 -36.8476602187807,174.781435813067 -36.8475969987465,174.780736830058 -36.8474085057177,174.779751726273 -36.8471435685676,174.778960643485 -36.8469484853367,174.777964238089 -36.8466837023692,174.777165514452 -36.8464637081841,174.776441279675 -36.8462835260618,174.776203508328 -36.8462177251825,174.775965737351 -36.8461519229146,174.77580608833 -36.8460997349007,174.77564777432 -36.8460441142355,174.775536286305 -36.8459946169534,174.775478152646 -36.8459662017737,174.775376033304 -36.8459162866892,174.775214468117 -36.8458223726417,174.775191055309 -36.8458087632528,174.775053351283 -36.8457266850379,174.774667186718 -36.8454834558951,174.774573663414 -36.8454154976002,174.774483152693 -36.8453554531152,174.774453560545 -36.8453395031135,174.774345632972 -36.8452813292697,174.774235376689 -36.84522385348,174.774130987707 -36.8451753854606,174.774030919841 -36.8451302635312,174.773949473159 -36.8450950956246,174.773868156761 -36.8450656113952,174.773739673663 -36.8450308921161,174.773653512408 -36.8450101347525,174.773474020929 -36.8449668925802,174.77319503558 -36.8448926051315,174.773015671319 -36.8448441172417,174.772625385021 -36.8447282838142,174.772417528888 -36.8446711245083,174.7720061384 -36.8445601519431,174.771695966029 -36.8444829143431,174.7714596439 -36.8444182188238,174.771189226424 -36.8443472095888,174.770985735869 -36.8442946155986,174.77000058136 -36.8440399898165,174.769737655314 -36.8439720320931,174.769446595942 -36.8438973206463,174.768799873228 -36.8437313115282,174.768574502718 -36.8436728656879,174.768032813597 -36.8435323864197,174.767483321471 -36.8433825205211,174.767238263583 -36.8433250454199,174.76677217768 -36.843215727706,174.766289625186 -36.8430853270366,174.76590096905 -36.8429787011385,174.765611483075 -36.8428992806328,174.765381884849 -36.842843362965,174.765253683659 -36.8428111188308,174.765182936396 -36.8427952684889,174.764747161182 -36.8426997076777,174.764666230049 -36.8426829185154,174.76455305193 -36.8426570559126,174.764376242446 -36.8426181406577,174.764195291213 -36.8425844434559,174.764140857704 -36.8425791093187,174.764104559545 -36.8425920607161)",3220179,QUAY STREET,N,QUAY STREET,,1824095,4,,,sealed
"LINESTRING (174.769897107356 -36.845996328368,174.768720948976 -36.8456873904751)",3321605,GORE STREET LANE,N,GORE STREET LANE,,1824075,1,,,sealed
"LINESTRING (174.774120826834 -36.8439479460827,174.774135183864 -36.8439364505379,174.774154303369 -36.8439264927961,174.77417488147 -36.8439184097052,174.774198107442 -36.8439125638775,174.774217397807 -36.8439100000056,174.774240518643 -36.8439098441225,174.774258495001 -36.8439116623666,174.774283612132 -36.843916217743,174.77431390579 -36.8439245526831,174.774898241789 -36.8440750119976,174.774924503629 -36.8440830915226,174.774946975946 -36.8440952404216,174.774960626519 -36.844109750994,174.774971021895 -36.8441274315359,174.77498034864 -36.8441469117968)",3321624,TOOLEY STREET,N,TOOLEY STREET,,1824525,2,,,sealed
"LINESTRING (174.773653512408 -36.8450101347525,174.774024951062 -36.8441174121635,174.77404558449 -36.8440682368871,174.774059180009 -36.8440388303901,174.774078251986 -36.8440030832075,174.774094497838 -36.8439760698717,174.774107534164 -36.8439598827189,174.774120826834 -36.8439479460827)",3321587,TINLEY STREET,N,TINLEY STREET,,1824536,2,,,sealed
"LINESTRING (174.767082708907 -36.8437040323707,174.768401025622 -36.8440532314389,174.76929007774 -36.8442887154747,174.770820238697 -36.8446939923427)",3262647,TYLER STREET,N,TYLER STREET,,1824140,1,,,sealed
"LINESTRING (174.777614908376 -36.8458458835157,174.778016842985 -36.8448858005917)",3321622,FRENCH STREET,N,FRENCH STREET,,1824620,2,,,sealed
"LINESTRING (174.774094497838 -36.8439760698717,174.774293988886 -36.8433701966926,174.775041216406 -36.8435685250626,174.775068125472 -36.843576763443,174.775241241525 -36.8436208880512,174.775369573702 -36.8436545876658,174.775438916795 -36.8436752101731,174.775484203819 -36.8436913797464,174.775542340672 -36.8437193893712,174.775570532746 -36.843735141902,174.775594815312 -36.8437525373978,174.775625598448 -36.8437780082533,174.775647932485 -36.8437962025977,174.775665463085 -36.8438158405507,174.775683425415 -36.8438418770011,174.775702115941 -36.8438747654018,174.775713657386 -36.8439061589274,174.775720044935 -36.8439362567108,174.775724111088 -36.843976682527,174.775722338618 -36.8440107915306,174.775714682695 -36.8440612279553,174.775712820313 -36.8440914499039,174.77571389727 -36.8441257443728,174.775716249917 -36.8441536157321,174.775723649559 -36.8441782083058,174.775733888097 -36.8442025304216,174.775751039737 -36.8442304096014,174.775768912289 -36.8442525589794,174.775795115282 -36.8442780143964,174.775817981998 -36.844294599959,174.775846560435 -36.844312014133,174.775876735209 -36.8443246011844,174.775911671156 -36.8443339155084,174.776414209138 -36.844466392739,174.776696186713 -36.8445405774024,174.776869412994 -36.8445839525345,174.778016842985 -36.8448858005917,174.778325177739 -36.8449705203146,174.778459242623 -36.8450002784173,174.778518643513 -36.8450097612549,174.77869238233 -36.8450375598284,174.778866045583 -36.8450621405798,174.778930851416 -36.8450744022713,174.778994330367 -36.845087042524,174.779057883882 -36.8451028994223,174.779162782946 -36.845136376915,174.779274866172 -36.8451726085218,174.779701868097 -36.8452977794953,174.780003791751 -36.8453862845233)",3262644,TOOLEY STREET,N,TOOLEY STREET,,1824525,2,,,sealed
"LINESTRING (174.774453560545 -36.8453395031135,174.774633760949 -36.845045425045,174.77497279749 -36.8442289188938,174.774980035022 -36.8442053289849,174.774983545177 -36.8441892245236,174.774984129441 -36.8441664748866,174.77498034864 -36.8441469117968)",3321623,PLUMER STREET,N,PLUMER STREET,,1824669,2,,,sealed
"LINESTRING (174.768482260789 -36.8462706685448,174.768720948976 -36.8456873904751,174.768886477174 -36.8452726409636,174.7690561915 -36.8448473417574,174.769064754381 -36.8448334524668,174.769137433296 -36.8447155645116,174.769183952607 -36.8446307765452,174.769205012556 -36.8445767769799,174.769209246952 -36.8445659196073,174.769246203776 -36.8444406380024,174.76929007774 -36.8442887154747,174.769309289373 -36.8442221896325,174.769446595942 -36.8438973206463)",3291727,GORE STREET,N,GORE STREET,,1824090,2,,,sealed
"LINESTRING (174.766863633106 -36.8442377744368,174.768179113587 -36.8446035063138,174.768192032633 -36.8446070979506,174.769064754381 -36.8448334524668,174.770498421342 -36.8452052796049)",3262635,GALWAY STREET,N,GALWAY STREET,,1824112,1,,,sealed
"LINESTRING (174.770139765328 -36.8455223413629,174.770244981856 -36.845447069415,174.770307502732 -36.8453960323789,174.770370830373 -36.8453363610305,174.770437833086 -36.8452667732906,174.770498421342 -36.8452052796049,174.770513591949 -36.8451898821677,174.770621113024 -36.8450874126406,174.770651393083 -36.8450541651848,174.770678067843 -36.8450175255967,174.77070004124 -36.8449786441006,174.770703114447 -36.8449730845379,174.770709408102 -36.844961699047,174.770710763391 -36.8449592472695,174.770722529337 -36.8449379621574,174.770735195509 -36.8449109404111,174.770744325848 -36.8448914624204,174.770767224643 -36.8448390746031,174.770771347167 -36.8448296430944,174.770820238697 -36.8446939923427,174.770868330105 -36.844560562688,174.770985735869 -36.8442946155986)",3325195,BRITOMART PLACE,N,BRITOMART PLACE,,1824282,2,,,sealed
"LINESTRING (174.760544492506 -36.8651079667789,174.761136479895 -36.8656985465721,174.761199825973 -36.8657617409122,174.761285280672 -36.8658463560061,174.76131971318 -36.8658824383279,174.761352303891 -36.8659153508779,174.761373649761 -36.865939903406,174.761400903671 -36.8659714736356,174.761422821894 -36.8660017024396,174.761444805369 -36.8660347722062,174.76146504487 -36.8660689332094,174.761482149681 -36.8661013650343,174.761499400165 -36.8661401888234,174.761526176885 -36.8662087148454,174.761552397626 -36.8662722745913,174.76162833464 -36.8664597989313,174.761636358234 -36.8664797042055,174.761719297266 -36.8666854687922,174.761740435682 -36.866739511753,174.761745153196 -36.8667521786812,174.761755043609 -36.8667787307096,174.761762694357 -36.8668038413483,174.761772530716 -36.8668470392733,174.761789876687 -36.8669284942075,174.761791355827 -36.866954407512,174.761791680747 -36.8669877983445,174.76179050069 -36.8670133950476,174.761786364202 -36.8670450754847,174.761774937627 -36.8671012471383,174.761767124202 -36.8671367028364,174.761760575455 -36.8671634337129,174.761752101802 -36.8671905599764,174.761745110621 -36.8672083335585,174.761734939009 -36.8672251736358,174.761722738186 -36.8672415309353,174.761709563278 -36.8672576773404,174.761546461365 -36.8674352444343,174.761495914605 -36.8674902744657,174.761404050017 -36.8675848504903,174.761303693052 -36.8676881682671,174.76117294143 -36.8678286625967,174.761143159544 -36.8678603680057,174.761124232484 -36.8678833858155,174.761104945119 -36.8679099620558,174.761073770877 -36.8679580303298,174.761055522086 -36.8679913413243,174.761036462968 -36.8680278613887,174.761006818011 -36.8680847888104,174.760951350797 -36.8681918377227,174.760914504704 -36.8682635334516,174.760880432398 -36.8683298317762,174.760878125234 -36.8683343210822,174.760848676728 -36.8683913976915,174.760830910909 -36.8684258310649,174.760757261709 -36.868567275972,174.760690384208 -36.8686902267876,174.760645121708 -36.8687734406587,174.760507290248 -36.8690535571044,174.760393118824 -36.8692761146274,174.760366346733 -36.8693281392854,174.760344354789 -36.869371807975,174.760324165083 -36.8694168713769,174.760310484842 -36.8694533585039,174.760303858426 -36.8694761479768,174.760295857545 -36.8695128592195,174.760286267453 -36.869557410449,174.7602801329 -36.8695983573908,174.760278369087 -36.8696371079037,174.760280526041 -36.8696733144269,174.760288442189 -36.8697485142348,174.760293128466 -36.8697748280048,174.760300117237 -36.8698140671656,174.760320842972 -36.8699079071372,174.760341755104 -36.8700099150117,174.760352924867 -36.8700534484113,174.760367565384 -36.8700940875527,174.760387575657 -36.8701374899671,174.760423782731 -36.8701944627693,174.760458060516 -36.8702416214853,174.760485414693 -36.8702745739661,174.760645799977 -36.8704462853117,174.760666382347 -36.8704683210898,174.760942951944 -36.8707500317668,174.761008741532 -36.8708170444942)",3207686,MOUNT EDEN ROAD,N,MOUNT EDEN ROAD,,3044314,2,,,sealed
"LINESTRING (174.744491373207 -36.8694122469562,174.744503293919 -36.8694285773592,174.744511273179 -36.8694478968038,174.744515444225 -36.869467974309,174.744584236295 -36.8697532006982,174.744588090936 -36.8697691808254,174.74467689687 -36.8701033618453,174.744788874196 -36.8705087972088,174.744798520067 -36.8705437205684,174.744873144794 -36.8708153022258)",3287295,CENTRAL ROAD,N,CENTRAL ROAD,,1831623,2,,,sealed
"LINESTRING (174.741177417419 -36.8708145946569,174.741178721179 -36.87078445573,174.741180051166 -36.8707536949663,174.741182434373 -36.8706986121964,174.741185700882 -36.8705483209243,174.741206978497 -36.8697922690948,174.741211392231 -36.8696354370536,174.741234578051 -36.8691122449424)",3261522,KINGSLAND AVENUE,N,KINGSLAND AVENUE,,1824955,2,,,sealed
"LINESTRING (174.770435925138 -36.8471092569776,174.77025918439 -36.8475231281405,174.769923067765 -36.848254816187,174.769863294178 -36.8483849357141,174.769796786019 -36.8485297131133,174.76958592533 -36.8489964684882,174.769233298372 -36.8497700452164,174.768798870819 -36.8507185851226,174.768526772311 -36.8513101388882,174.768409866163 -36.8515642954867,174.768356045389 -36.85168034492,174.768301945516 -36.851782924291,174.768262182382 -36.8518502496646,174.768211861289 -36.8519295775825,174.768165440819 -36.8519939545365,174.768124453246 -36.8520496193694,174.768076746643 -36.8521009684717,174.767958523767 -36.8522138459378,174.767365807533 -36.8527954935608)",3266003,PRINCES STREET,N,PRINCES STREET,,1831562,2,,,sealed
"LINESTRING (174.769863294178 -36.8483849357141,174.768964777368 -36.8486409798564,174.767050231922 -36.8492067343506,174.767021514542 -36.8492154834626,174.766991917103 -36.8492266351172,174.766965240473 -36.8492373142968,174.766934932367 -36.8492523324555,174.766830080087 -36.8493094421308)",3262631,BOWEN AVENUE,N,BOWEN AVENUE,,1824324,2,,,sealed
"LINESTRING (174.765878040803 -36.8515289985826,174.766153762651 -36.8508862031538,174.766771978949 -36.8494449009907,174.766830080087 -36.8493094421308,174.766890746256 -36.8491680025416,174.766910475607 -36.8491299699143,174.766928844478 -36.8490959793108,174.766951763985 -36.8490614784843,174.766975196998 -36.8490298462087,174.767005662162 -36.8489927157242,174.767046215219 -36.8489468048615,174.767108263488 -36.8488822356076,174.767164704292 -36.8488267397152,174.767220755596 -36.8487737661424,174.76733057012 -36.8486851136933,174.767442762898 -36.8486025386926,174.767531415824 -36.8485394005708,174.767567395796 -36.8485161821974,174.767610615382 -36.8484889298768,174.767659642035 -36.8484612324308,174.767708311227 -36.8484374944801,174.767799513293 -36.8483955052475,174.767892488014 -36.8483527694014,174.767955863372 -36.8483281942573,174.768077932778 -36.8482842070133,174.768158755602 -36.848257833589,174.768283038805 -36.8482146316195,174.768409749027 -36.8481796650441,174.768475207061 -36.848166105512,174.768540682758 -36.848153264954,174.768736404414 -36.8481230233988,174.768833659895 -36.848110788602,174.768913141367 -36.8481038522951,174.768983362502 -36.8481028070588,174.769082738604 -36.8481049232445,174.769159959807 -36.8481114008759,174.769345103731 -36.8481319415942,174.769435522287 -36.8481446148929,174.769526537853 -36.8481612433452,174.769611535499 -36.8481801146488,174.769706066941 -36.8482049568373,174.769923067765 -36.848254816187)",3266004,KITCHENER STREET,N,KITCHENER STREET,,1831532,2,,,sealed
"LINESTRING (174.767955863372 -36.8483281942573,174.767955606062 -36.8481545324382,174.768003872495 -36.8476601876531)",3321600,BACON'S LANE,N,BACON'S LANE,,1818666,2,,,sealed
"LINESTRING (174.767531415824 -36.8485394005708,174.767257315262 -36.8482379319797,174.767226563421 -36.8482028213186,174.767199411202 -36.8481656921908,174.767129135693 -36.8480674342427,174.767099479245 -36.8480205627377,174.767087364405 -36.8479908849345,174.767078668565 -36.8479606975077,174.767070458822 -36.8479268280701,174.767063507781 -36.8478979919528,174.767058894485 -36.8478714186026,174.767058122817 -36.8478378973512,174.767059753438 -36.8478093942195,174.767069761455 -36.8477445820421)",3321041,COURTHOUSE LANE,N,COURTHOUSE LANE,,1823878,2,,,sealed
"LINESTRING (174.766099342683 -36.8492547067993,174.766150123255 -36.8491635436642,174.766176957963 -36.8491055786806,174.766196679397 -36.8490527110543,174.766249928429 -36.8488936624741,174.766357105735 -36.84851309376,174.76652102943 -36.8479136948338,174.766561518378 -36.8477656437988,174.766590770773 -36.8476622321306,174.766717697713 -36.8471962771239,174.766891832789 -36.846557010772)",3288550,HIGH STREET,N,HIGH STREET,,1823990,2,,,sealed
"LINESTRING (174.771157017872 -36.8552264445387,174.770641652001 -36.8556548410647,174.770583420142 -36.8557046101922,174.770511996386 -36.8557569418673,174.770426491676 -36.8558157926883,174.770363608734 -36.855855377325,174.77029095805 -36.855897079582,174.770148318919 -36.8559682184893,174.770040255467 -36.8560065038283,174.769979933546 -36.8560294870361,174.769934164314 -36.856045154482,174.769774080622 -36.8560832102848)",3288956,GRAFTON ROAD,N,GRAFTON ROAD,16,3019621,2,,,sealed
"LINESTRING (174.769186345326 -36.8549197920774,174.769301315826 -36.8550484236111,174.769402939917 -36.855162242028,174.769474710288 -36.8552520361734,174.769533979195 -36.8553370376473,174.769569674031 -36.8553953929266,174.769582266252 -36.855415979144,174.769609894317 -36.8554764169971,174.769634950251 -36.8555312280844,174.769671509768 -36.8556112036652)",3325194,WELLESLEY STREET EAST,N,WELLESLEY STREET EAST,,3027003,2,,,sealed
"LINESTRING (174.771470695048 -36.8541585531751,174.770868474301 -36.8545844753913,174.770719966906 -36.8546895064628,174.770398262784 -36.8549402566269,174.770068058266 -36.8552206473841,174.769671509768 -36.8556112036652,174.769398128445 -36.8559115866716,174.769261206528 -36.8560733577878,174.769059192254 -36.8563360468508,174.768867984259 -36.8566040170295,174.768532284678 -36.8571484332841,174.76815228841 -36.8576930453391,174.767688784649 -36.8582931277793)",3288949,,N,,1,0,1,,,sealed
