WKT,t50_fid,name_ascii,macronated,name,hway_num,rna_sufi,lane_count,way_count,status,surface
"LINESTRING (174.749223954571 -36.869567051478,174.749161282799 -36.869508889208,174.748937650082 -36.8693080411744,174.748859187392 -36.8692397495141,174.74868725014 -36.8690900996685,174.748636323012 -36.8690450500706,174.748496670714 -36.8689215146442,174.748225656091 -36.8686731892134,174.747645905841 -36.8681434502353)",3287297,KING STREET,N,KING STREET,,3024740,1,,,sealed
"LINESTRING (174.74772404858 -36.8637383770995,174.74746639719 -36.8635377089651,174.747344493964 -36.8634397367395,174.747174588496 -36.8633031850209,174.747018583649 -36.8631776527071,174.746863765717 -36.863052102731,174.746713177812 -36.862929828947,174.746638044953 -36.8628627276635,174.746573713731 -36.8628007142921,174.746438887174 -36.8626667613852,174.746236502847 -36.8624593950843,174.745973284603 -36.8621871015432,174.745928937023 -36.8621424416158,174.745766586606 -36.8619726437996,174.745727996651 -36.8619317605677,174.745694205623 -36.8618959616164,174.74551850863 -36.8617134810912,174.745170754472 -36.8613518043443,174.744948955715 -36.8611256429726,174.744806787902 -36.8609817792587,174.744640202295 -36.8608082257039,174.744588106399 -36.8607532540424)",3261539,TURAKINA STREET,N,TURAKINA STREET,,1824146,2,,,sealed
"LINESTRING (174.748498136183 -36.8631180104182,174.748429987157 -36.8630610206652,174.748203640916 -36.8628769045533,174.74812355057 -36.8628093238262,174.7476348847 -36.8623969807071,174.747524447028 -36.8623044044261,174.747447052745 -36.8622292284044,174.747343869289 -36.8621293912887,174.74685829578 -36.8616199804218,174.746656560672 -36.8614149892999,174.746619433761 -36.8613745715775,174.746580478032 -36.8613321626109,174.746378646769 -36.8611228801958,174.745998975227 -36.8607322108449,174.745721640759 -36.8604440485091,174.745528681733 -36.860245336804,174.745476413673 -36.8601962682698,174.745425154295 -36.86014814573,174.745239719542 -36.8599548374419,174.745142477895 -36.8598555329709,174.745106762576 -36.8598164487399,174.74507994087 -36.8597790266663,174.745058314937 -36.8597422484592,174.745040291336 -36.8597040644258,174.744970662309 -36.8595557546218,174.744861044574 -36.8593350490678,174.744836551967 -36.8592832315855,174.744741392445 -36.8590921743012,174.744676488956 -36.8589591006735,174.74466209295 -36.8589186829564,174.744653778276 -36.8588903324076,174.744645772246 -36.8588567603347,174.74463977445 -36.8588236013374,174.744635384829 -36.858787961659,174.74462615941 -36.8587034715104,174.744602983072 -36.8584999101306,174.744597045669 -36.8584307270374,174.744590870628 -36.8583587875095,174.744555423701 -36.8580397418903,174.744537997919 -36.8578933315422,174.744502885919 -36.8575741448592,174.744481085648 -36.8573984652915,174.744459784453 -36.8572056077374,174.744426630919 -36.8569721941177)",3236564,SUSSEX STREET,N,SUSSEX STREET,,1818980,2,,,sealed
"LINESTRING (174.747902512382 -36.8635976100711,174.747988151576 -36.8636713764484,174.748200798213 -36.8638403121306,174.748612344574 -36.8641649780038,174.748731492308 -36.8642605571874,174.749138577052 -36.8645821050786,174.749245659495 -36.8646727741427,174.749281288132 -36.8647029422228,174.74929364449 -36.8647136224201,174.749318246146 -36.8647337523074,174.749862044953 -36.8651789836505)",3287305,BRISBANE STREET,N,BRISBANE STREET,,1824333,2,,,sealed
"LINESTRING (174.750040406869 -36.8617665512897,174.749806487666 -36.8615747954579,174.74939635202 -36.8612505372581,174.749235972339 -36.8611203906325,174.749160369238 -36.8610536872352,174.749068385944 -36.8609634645325,174.748635593961 -36.8605127727669,174.74854386018 -36.8604203989591,174.748479415768 -36.8603599385711,174.748427042146 -36.8603082427867,174.748397918563 -36.860263459816,174.748346853998 -36.8602080681445,174.748157741728 -36.8600164879027,174.747516113454 -36.8593500451931,174.747401223616 -36.8592353367336,174.747311652945 -36.8591544258763,174.747288523645 -36.8591292479751,174.747276880843 -36.8591132021587,174.747259212894 -36.8590864414037,174.74724665013 -36.8590628504251,174.747234338177 -36.8590434758583,174.747223051152 -36.8590300486226,174.747130609707 -36.8589455546189,174.747106892798 -36.8589206241763,174.74708404993 -36.8588949652096,174.747055503745 -36.8588534119313,174.74702576042 -36.8588114003352,174.747004842293 -36.8587790358843,174.746988822633 -36.8587532765846,174.746974826477 -36.8587251025727,174.746950825967 -36.8586747529033,174.746931817537 -36.8586348737839,174.746892208922 -36.8585245616748,174.746885467692 -36.8585022443021,174.746878889017 -36.8584739612345,174.746869999224 -36.8584354584295,174.746859730636 -36.8583755112396,174.746854899047 -36.8583280398714,174.746852020336 -36.8582673657217,174.746848989014 -36.8582034859244,174.746836393086 -36.8580803759685,174.746816081617 -36.8579051518327,174.746789825833 -36.8576904279486,174.74677064258 -36.857525680679,174.746767996118 -36.8575006783835,174.746770231758 -36.857481567629,174.74677482485 -36.8574617056506,174.746780070807 -36.8574444578936,174.74678999372 -36.8574240407558,174.746805497945 -36.8574011575122,174.746845930811 -36.8573521509468,174.746891006918 -36.8572985459442,174.746968410023 -36.8572048767589,174.747108523725 -36.8570370728065,174.747269097411 -36.8568424953204,174.747328638994 -36.8567722963932)",3231168,MACKELVIE STREET,N,MACKELVIE STREET,,1818871,2,,,sealed
"LINESTRING (174.749317472994 -36.8624597002139,174.749241908107 -36.8623982782179,174.749024475584 -36.8622196397003,174.748867289137 -36.8620943660534,174.748707046682 -36.8619652613794,174.748626606563 -36.8619029498884,174.748488142914 -36.8618015454322,174.748408525851 -36.8617427991162,174.748349570991 -36.8616953733838,174.748276998362 -36.8616201278562,174.748161107843 -36.8614999087988,174.748045446281 -36.8613734264099,174.747707978601 -36.8610012322874,174.747632814263 -36.8609327007282,174.747539512253 -36.8608496510925,174.747506405367 -36.8608160788323,174.747466143885 -36.8607752504884,174.747377303476 -36.8606860528269,174.747329467787 -36.8606381061209,174.74697250931 -36.860269892812,174.746562409004 -36.8598485860316,174.746440853877 -36.8597237389276,174.746364025686 -36.8596444391641,174.746312599454 -36.8595913584501,174.746174223223 -36.8594445797434,174.746136507423 -36.8594043534707,174.746109359479 -36.8593720804066,174.74608799488 -36.8593461615702,174.746074123723 -36.8593234712068,174.746009053546 -36.8592028015084,174.745930856385 -36.859052992139,174.7459089577 -36.8590041364507,174.745886147976 -36.8589532480874,174.745846163892 -36.8588745514964,174.745819037433 -36.8588211611539,174.745798696637 -36.8587749559461,174.745780117976 -36.8587280091772,174.745769907924 -36.8586966796656,174.745762720212 -36.8586676907125,174.74575376898 -36.8586134485148,174.74574141683 -36.8585270610977,174.745727000889 -36.8584151868885,174.745721747422 -36.8583488456737,174.745716589528 -36.8582836973375,174.745705121263 -36.8581970589709,174.745698686057 -36.858148980162,174.745690754264 -36.8580873301365,174.745682878704 -36.8580020694219,174.745630782284 -36.8575645055611,174.74559452462 -36.857223054785,174.745554478171 -36.8568841085887)",3236578,SCANLAN STREET,N,SCANLAN STREET,,1818960,2,,,sealed
"LINESTRING (174.739242729696 -36.8640930277517,174.740382841623 -36.8652702941019,174.740607821746 -36.8655041057545,174.740759302865 -36.8656552073533,174.740792484567 -36.8656861772975,174.740819566118 -36.8657134428392,174.740840514451 -36.8657369314581,174.740865719028 -36.8657686834454,174.740889179839 -36.8658027350707,174.740923260194 -36.8658630657662,174.741019121092 -36.8660411050843,174.741070653128 -36.8661368134618,174.741199180662 -36.8663856934679,174.741243149565 -36.866470906817)",3287263,NORTHLAND STREET,N,NORTHLAND STREET,,1824577,2,,,sealed
"LINESTRING (174.749625427578 -36.8435654690172,174.749496464967 -36.8434906799174,174.74936063285 -36.843415410419,174.749265793669 -36.8433681561054,174.749126815375 -36.8433110578416,174.748949500527 -36.8432383074245,174.748820275494 -36.8431925123849,174.748808099401 -36.8431885516616,174.748533222596 -36.8430985268834,174.748390626537 -36.8430484267559,174.748359704769 -36.8430333054518,174.748116567936 -36.8428875628455,174.748005727434 -36.8428311598313,174.747872556028 -36.8427806302195)",8464038,STATE HIGHWAY  1,N,STATE HIGHWAY  1,,0,2,,,sealed
"LINESTRING (174.739508277864 -36.8389021603586,174.739516667552 -36.8388852489042,174.739534478263 -36.8388493470617,174.739547399436 -36.8388172943364,174.739557546037 -36.8387857256826,174.739564391315 -36.8387582181552,174.739571002323 -36.8387129448488,174.739576716475 -36.8386653564822,174.739585941544 -36.8386132577515,174.739595579127 -36.838571646495,174.739611899044 -36.8385153842398,174.739627159781 -36.8384719663951,174.739716156356 -36.838283149666,174.739743414881 -36.8382351395762,174.739773229118 -36.8381896591142,174.739812040334 -36.8381345854782,174.739858559383 -36.8380760270494,174.739905948977 -36.8380207043233,174.739969207082 -36.8379534542611,174.740015389852 -36.8379068877448,174.740071379408 -36.8378532633836,174.740127675859 -36.8378021997445,174.740175779006 -36.8377621001772,174.740233844817 -36.8377145483809,174.74030096049 -36.8376617723228,174.740361763014 -36.8376150934607,174.740578071401 -36.837467291752)",8464039,STATE HIGHWAY  1,N,STATE HIGHWAY  1,1,1833163,2,,,sealed
"LINESTRING (174.739820896689 -36.8495344331515,174.742399421746 -36.8493099614756,174.742614441198 -36.8492922682161,174.743439472153 -36.8492243624732,174.743605175928 -36.8492101273825,174.744044126767 -36.8491737202115)",3262400,COWAN STREET,N,COWAN STREET,,1823850,2,,,sealed
"LINESTRING (174.772461068172 -36.8708169511111,174.772258929848 -36.8706099763027,174.772148419488 -36.8704980890483,174.772033223205 -36.8703850232153,174.771905508544 -36.8702677778585,174.771803998938 -36.8701757180337,174.771735822683 -36.8701149765988,174.7716225542 -36.8700181012312,174.771443577384 -36.8698785642987,174.770463517545 -36.8691071179066)",3236337,AUCKLAND-HAMILTON MOTORWAY,N,AUCKLAND-HAMILTON MOTORWAY,1,3017109,4,,,sealed
"LINESTRING (174.77512074043 -36.8691294892959,174.775127766536 -36.8691734589803,174.77513155595 -36.8692122321196,174.775131136001 -36.8692429470684,174.775128782047 -36.8692634354578,174.775126936848 -36.8692794888614,174.775124498222 -36.8692999541795,174.7751173283 -36.869329266537,174.775107887494 -36.8693550759605,174.775103505515 -36.8693736847072,174.775095800011 -36.8694008445514,174.775084848878 -36.8694394368157,174.775068130846 -36.8694883247195,174.775003726363 -36.8696900731169,174.774949347278 -36.8698555063226,174.774890929044 -36.8700317852807,174.774842229203 -36.8701787399401,174.774747224377 -36.8704615089086,174.774620599796 -36.8708168097631)",3206529,GILLIES AVENUE,N,GILLIES AVENUE,,1818806,2,,,sealed
"LINESTRING (174.738347358943 -36.8646464294876,174.738613961796 -36.864919378252,174.739148532606 -36.8654723628169,174.739237626639 -36.8655645247315,174.739450803468 -36.8657832164257,174.739491677929 -36.8658255167091,174.739735291072 -36.8660776303602,174.739773213334 -36.8661165189074,174.739807381569 -36.8661512278864,174.739841199294 -36.8661854183054,174.739870027795 -36.8662144359376,174.739896019041 -36.8662428975162,174.739922363107 -36.8662779121144,174.739942600035 -36.8663106951703,174.739966990889 -36.8663595478784,174.740030532652 -36.8664796798371,174.740162837016 -36.8667381635951,174.740205592285 -36.8668254024056)",3287293,COLERIDGE STREET,N,COLERIDGE STREET,,1824717,2,,,sealed
"LINESTRING (174.7372208132 -36.8663064398419,174.736758626069 -36.8659649377723,174.736741402354 -36.8659537478322,174.736721174994 -36.8659378724274,174.736702485871 -36.8659196797084,174.736686947963 -36.8659007486945,174.736672813549 -36.8658785532199,174.736662765297 -36.8658572768835,174.736655107002 -36.8658334977292,174.736624294188 -36.8655376349704,174.736621691847 -36.8654590875367,174.736616090912 -36.8652900315282,174.736623344285 -36.8650790825654)",3319054,BARRINGTON ROAD,N,BARRINGTON ROAD,,1831565,2,,,sealed
"LINESTRING (174.736303320123 -36.8665226975587,174.736287368028 -36.8667028438824,174.736278089622 -36.8667793756473)",3319149,TAY STREET,N,TAY STREET,,1824233,1,,,sealed
"LINESTRING (174.736655107002 -36.8658334977292,174.73652668795 -36.8658204879498,174.736278082567 -36.8657876297716)",3287292,RONA AVENUE,N,RONA AVENUE,,1824549,2,,,sealed
"LINESTRING (174.737531622466 -36.8651482261824,174.73749982292 -36.8651563706507,174.737470845836 -36.8651625377476,174.737431933551 -36.8651690177616,174.737394725851 -36.8651733456615,174.737361791253 -36.8651749611127,174.737333721471 -36.8651737887673,174.737306330586 -36.8651703477152,174.73692549812 -36.8651192554916,174.73667714598 -36.8650859360398,174.736623344285 -36.8650790825654,174.736278077559 -36.8650351018922)",3261502,TUARANGI ROAD,N,TUARANGI ROAD,,1824130,2,,,sealed
"LINESTRING (174.737531622466 -36.8651482261824,174.737485595832 -36.8648217213177,174.737471459902 -36.8647479986899,174.737452825901 -36.8646590784316,174.737435791959 -36.8645900365008,174.737369573349 -36.864320444876,174.73734386845 -36.8642157922228,174.737316424209 -36.8640962486097,174.737289692615 -36.8639642821251,174.737265967683 -36.8638340608449,174.737253892641 -36.8637824225813,174.737247071428 -36.8637532528842,174.737224790739 -36.8636868041775,174.737196590355 -36.863621037801,174.737179802334 -36.8635828975927,174.737144961664 -36.8635258181137,174.737091070224 -36.8634747262566,174.737044057331 -36.863438443895,174.736958216789 -36.8633830590093,174.736746345349 -36.8632608074443,174.736644882106 -36.8632032666045,174.736502674717 -36.8631226184014,174.736278065459 -36.8629902847401)",3261503,SURREY CRESCENT,N,SURREY CRESCENT,,1818979,2,,,sealed
"LINESTRING (174.737253892641 -36.8637824225813,174.737296568536 -36.8637674086389,174.737338954539 -36.8637553958969,174.737383449856 -36.8637481573769,174.737425733192 -36.8637475616588,174.737461032856 -36.8637516874427,174.73749767349 -36.8637607374934,174.737527140145 -36.8637720493577,174.737562153749 -36.8638003434921,174.737719662049 -36.8639482459275,174.737947092156 -36.8641876937425,174.738151744177 -36.8644042231682,174.738181320894 -36.8644324082607,174.738218738034 -36.8644726414182,174.738242464717 -36.8644980502979,174.738261586647 -36.8645167294831,174.738291979783 -36.8645416829943,174.738335071109 -36.8645768252242,174.738386268789 -36.8646226794185)",3319055,SELBOURNE STREET,N,SELBOURNE STREET,,1824456,1,,,sealed
"LINESTRING (174.757155250928 -36.8542809587844,174.756953347345 -36.8545742682411,174.756888187199 -36.8546689282372,174.756857993106 -36.8547064505638,174.756782900335 -36.8547997674241)",3321062,STATE HIGHWAY 1,N,STATE HIGHWAY 1,1,3027695,1,,,sealed
"LINESTRING (174.756760355168 -36.8543508315402,174.756669205269 -36.8541158955022,174.756663119504 -36.854100209574)",3321063,AUCKLAND-HAMILTON MOTORWAY,N,AUCKLAND-HAMILTON MOTORWAY,1,3017109,1,,,sealed
"LINESTRING (174.756900315227 -36.8554286026473,174.756911307909 -36.8552724488491,174.756913822508 -36.8552367301259,174.756913266949 -36.8551377021521,174.756913066684 -36.8551020091449,174.756905948749 -36.8549945154129,174.756886420373 -36.8548535218938,174.756857993106 -36.8547064505638,174.75683899527 -36.8546128274908,174.756808385421 -36.8544963241795,174.756760355168 -36.8543508315402)",6082310,AUCKLAND-HAMILTON MOTORWAY,N,AUCKLAND-HAMILTON MOTORWAY,1,3017109,1,,,sealed
"LINESTRING (174.757125325062 -36.8539838942853,174.757138552914 -36.854019491111,174.757146009335 -36.8540627941472,174.757150511862 -36.8541272774043,174.757153449016 -36.8541917774974,174.757155250928 -36.8542809587844)",6636104,,N,,1,0,1,,,sealed
"LINESTRING (174.75722632495 -36.8541525603753,174.757155250928 -36.8542809587844)",6636103,STATE HIGHWAY 1,N,STATE HIGHWAY 1,1,3027695,1,,,sealed
"LINESTRING (174.756769477541 -36.8554489955997,174.756822155436 -36.8553791566714,174.756874893745 -36.8553119117992,174.756911307909 -36.8552724488491,174.756999734485 -36.8551766183094,174.757056387649 -36.8551200333691,174.757131130458 -36.8550453811601,174.757268813953 -36.8549348214855,174.757519891235 -36.8547535235929,174.757796667319 -36.8545375741044,174.758010617469 -36.8543968503975)",6636101,,N,,16,0,1,,,sealed
"LINESTRING (174.756458813963 -36.8567642750714,174.756867854991 -36.8561954664288,174.757091011971 -36.8558813237635,174.757235391579 -36.8556523554799,174.757284606319 -36.8555785322416,174.757324505375 -36.8554988113397,174.757370061038 -36.8554081529475,174.757396002633 -36.8553540932714)",6636093,STATE HIGHWAY 1,N,STATE HIGHWAY 1,16,3027695,1,,,sealed
"LINESTRING (174.757587081118 -36.8540273094254,174.757597127275 -36.8541113942445,174.757601962218 -36.854160893109,174.757605427639 -36.8542044642524,174.757603433748 -36.8542520811574,174.757596462179 -36.8542977896256,174.757589625658 -36.8543494440718,174.757580679193 -36.8543897286101,174.757564983304 -36.8544316001912,174.757537532601 -36.8544989265482,174.757524594984 -36.8545215622853,174.757506099184 -36.8545539192082,174.757481074703 -36.854592458565,174.757461349541 -36.8546200141704,174.757415060088 -36.8546727487168,174.757370562731 -36.854722977143,174.757305576989 -36.8547943287036,174.757177232219 -36.8549003247257,174.757143917938 -36.8549289852677,174.757049443912 -36.8550102611764,174.756961402299 -36.8550918844684,174.756913266949 -36.8551377021521,174.756889778301 -36.8551600602671,174.756837800929 -36.8552157584825,174.756800593201 -36.8552618111584,174.756741942389 -36.8553405048588,174.756646992738 -36.8554772364284,174.756529195346 -36.8556668504587,174.756451132617 -36.8558137418923,174.756394474317 -36.855925617832,174.756316506193 -36.8560882795137,174.756240420198 -36.856256052797,174.756180216701 -36.8564016886272,174.756113081803 -36.8565587207119)",3288542,STATE HIGHWAY 16,N,STATE HIGHWAY 16,16,3055877,1,,,sealed
"LINESTRING (174.761034923385 -36.8455162984853,174.761342617285 -36.8447421624353,174.761917009318 -36.8433676928929,174.762088433849 -36.8429574798187)",3288602,MARKET PLACE,N,MARKET PLACE,,1823714,2,,,sealed
"LINESTRING (174.763186451708 -36.8442067134161,174.763147955098 -36.8442247255781,174.762451067863 -36.8445314147835,174.762184733998 -36.8446553738158,174.762060281187 -36.8447208982479,174.76195103437 -36.8447810062654,174.761893855052 -36.8448164349968,174.761844820621 -36.8448496509329,174.761808835722 -36.8448740267891,174.761670232658 -36.8449723225953,174.761579031915 -36.8450407120475,174.761508041452 -36.8450899321965,174.761435131795 -36.8451440777604,174.761360266647 -36.845201518739,174.76130456217 -36.8452529611764,174.761034923385 -36.8455162984853)",6635858,STURDEE STREET,N,STURDEE STREET,,1823790,2,,,sealed
"LINESTRING (174.76195103437 -36.8447810062654,174.762482254883 -36.8435166660373)",3320998,MARKET LANE,N,MARKET LANE,,1823719,1,,,sealed
"LINESTRING (174.761034923385 -36.8455162984853,174.761235994877 -36.8454550874117,174.761359722576 -36.845414772598,174.761442371804 -36.8453830271867,174.761515010657 -36.8453467863586,174.761568012653 -36.8453181347496,174.761588472585 -36.8453042488291,174.761628976709 -36.8452767588751,174.761697858246 -36.8452206692126,174.761747330154 -36.8451821180943,174.761776538971 -36.8451597337289,174.761807362321 -36.8451361113093,174.761864093935 -36.845090154326,174.761927426461 -36.845044098554,174.762036439814 -36.8449741441111,174.762119456702 -36.8449224892676,174.762197689085 -36.8448782035061,174.762285823971 -36.8448337708566,174.762430397545 -36.8447666057055,174.762695644569 -36.8446474285603,174.762744973744 -36.8446252638122,174.762793381851 -36.8446063088775,174.76284888004 -36.8445845780688,174.762910345415 -36.8445650886986,174.762978458541 -36.844547491756,174.763048830921 -36.8445316810763,174.763228831287 -36.8444940474877)",3288551,FANSHAWE STREET,N,FANSHAWE STREET,,1824007,2,,,sealed
"LINESTRING (174.748299768359 -36.8677268723683,174.749305062755 -36.8686366148107)",3319095,HESKETH STREET,N,HESKETH STREET,,1824919,1,,,sealed
"LINESTRING (174.747349323161 -36.8673857560592,174.747332989782 -36.8674005836175,174.747313196994 -36.8674145354641,174.747288517452 -36.8674269043005,174.747231394352 -36.8674458315894,174.746893133442 -36.8675577713959,174.746483601768 -36.8677016334193)",3319152,NIGER STREET,N,NIGER STREET,,1824573,2,,,sealed
"LINESTRING (174.746273231198 -36.8647827660336,174.746604547202 -36.8654550976779,174.746615124396 -36.8654779075692,174.746630386242 -36.8655108220782,174.746912642755 -36.8660750211461,174.746924351051 -36.8660972961028,174.746953131129 -36.8661520515014,174.74719835038 -36.8666367368711,174.747225451245 -36.8666928580877,174.747234949922 -36.8667152862817,174.747244271928 -36.8667372961447,174.747258972911 -36.8667767878086,174.747267676693 -36.8668070657824,174.747280245187 -36.8668701977244,174.747340351596 -36.8671830358683,174.747365166001 -36.8673355074593,174.747365335622 -36.8673524087826,174.747360597449 -36.867367935622,174.747349323161 -36.8673857560592)",3261551,KING STREET,N,KING STREET,,3024740,2,,,sealed
"LINESTRING (174.74542851406 -36.8671473041728,174.745351085959 -36.8671746571624,174.745055726659 -36.8672711082989,174.744921003763 -36.867318060353,174.744648859318 -36.8674107714933,174.744586779711 -36.8674320299663,174.74452516202 -36.8674531301992,174.744200525696 -36.8675609198567,174.74379177546 -36.8676928526097)",3319057,SEDDON STREET,N,SEDDON STREET,,1824439,2,,,sealed
"LINESTRING (174.750615441857 -36.8657240400498,174.752491901261 -36.8673760940866,174.75252872664 -36.8674110503665,174.752564535112 -36.8674468157177,174.752593912825 -36.8674796086387,174.752620817202 -36.8675155044065,174.752649875497 -36.8675621043036,174.752693582818 -36.8676370021208)",3287301,ALEXANDER STREET,N,ALEXANDER STREET,,1830491,2,,,sealed
"LINESTRING (174.751826847254 -36.8678600037075,174.751777340378 -36.8677857715356,174.751755866196 -36.8677598626281,174.751730532966 -36.8677349344877,174.750144352147 -36.8663230459073)",3278889,BUCHANAN STREET,N,BUCHANAN STREET,,1824967,2,,,sealed
"LINESTRING (174.753357755596 -36.8671838680904,174.753434475875 -36.8672604885682,174.753448196409 -36.8672771150824,174.753458931396 -36.8672931826547,174.75346989854 -36.8673154309199,174.753478219774 -36.867343880719,174.753481014251 -36.8673746528196,174.753478828118 -36.8674010169401,174.753473409768 -36.8674225587993,174.753463058867 -36.8674432675995,174.753445383584 -36.8674631371747,174.75342619914 -36.8674779869008,174.753408044765 -36.8674904923506,174.753384914334 -36.8675021266201,174.753342056342 -36.8675184460459,174.753299817938 -36.8675313952026,174.75282673969 -36.8676107132859,174.752693582818 -36.8676370021208,174.752486355497 -36.8676859434589,174.752298470455 -36.8677368137883,174.751826847254 -36.8678600037075,174.750940502932 -36.8680995211852,174.750189311753 -36.86829355482,174.750087956629 -36.8683210878722,174.749819769989 -36.8684095892175,174.74974030488 -36.8684340835478,174.749663170496 -36.8684629880324,174.749588743914 -36.8684961619219,174.749421443865 -36.8685788142786,174.749305062755 -36.8686366148107,174.749132673785 -36.8687222313973,174.74902211549 -36.8687764342999,174.748982980428 -36.8687964000875,174.748944552991 -36.8688192586763,174.748902313331 -36.868848798246,174.748636323012 -36.8690450500706)",100048268,AITKEN TERRACE,N,AITKEN TERRACE,,3037964,2,,,sealed
"LINESTRING (174.748867966566 -36.8672137549606,174.748899890165 -36.8672423290354,174.749494714435 -36.8677747368656,174.750087956629 -36.8683210878722)",3319058,RICHBOURNE STREET,N,RICHBOURNE STREET,,1824905,2,,,sealed
"LINESTRING (174.749647529295 -36.8668683067275,174.750167619061 -36.8673428222051,174.750859819609 -36.8679802842491,174.750874796144 -36.8679957307234,174.750886790917 -36.8680105388169,174.750903468729 -36.8680354964381,174.75091184591 -36.8680496764214,174.75092484007 -36.8680711117883,174.750940502932 -36.8680995211852,174.751223717781 -36.8687855740086)",100048404,MOSTYN STREET,N,MOSTYN STREET,,1818897,2,,,sealed
"LINESTRING (174.749812416492 -36.8475398346044,174.749727434384 -36.8480410305803,174.749695597863 -36.8482435515593,174.749677218917 -36.8483372593811)",100048462,GUDGEON STREET,N,GUDGEON STREET,,3052706,2,,,sealed
"LINESTRING (174.746582170081 -36.8478579409524,174.746527149088 -36.8479368405006,174.746526222395 -36.847938104797,174.746367850239 -36.8481541726672,174.746330536219 -36.8482085557627,174.746138967628 -36.8484877597952,174.746124866497 -36.8485083121955,174.746006303414 -36.8486752323885,174.745958190599 -36.8487439062485,174.745945869633 -36.8487579671096,174.745932620632 -36.8487650525555)",3321016,WOOD STREET,N,WOOD STREET,,1824509,2,,,sealed
"LINESTRING (174.751231042903 -36.8481774275135,174.750499065948 -36.8482555619362)",3321069,COLLEGE HILL,N,COLLEGE HILL,,3026979,4,,,sealed
"LINESTRING (174.749486245622 -36.8512216837896,174.749801842678 -36.8513050784039,174.750056893619 -36.8513804579549,174.750081832022 -36.8513883407251,174.750100066695 -36.8513950873694,174.75012344296 -36.8514066679255,174.750139520484 -36.8514180215665,174.750148872623 -36.8514299456553,174.750155536692 -36.8514470488087,174.750157709276 -36.8514653501999,174.750158931642 -36.8514804928455,174.75015933349 -36.8514981154616,174.750157761638 -36.8515156021984,174.750153983857 -36.8515345734915,174.750148613557 -36.8515506478752,174.750036135611 -36.8518244352187)",100048458,GRATTAN PLACE,N,GRATTAN PLACE,,1824088,2,,,sealed
"LINESTRING (174.752845344157 -36.8480896672346,174.752849792254 -36.8482619147539,174.752847367172 -36.848297506841,174.752844770577 -36.8483496537853,174.752839518162 -36.8483766526733,174.752830590932 -36.8484090237065,174.752811052916 -36.8484423272982,174.752793252693 -36.8484670604912,174.752774503742 -36.8484925837334,174.752744730615 -36.8485221543674,174.752699208621 -36.8485605020273,174.752682963283 -36.8485725921674,174.752655013253 -36.848593393183,174.752599390203 -36.8486338321752,174.752503370245 -36.8487092757674,174.751961035543 -36.8491173879548,174.751626187389 -36.8493596366668,174.750812686836 -36.8499818134151,174.749789514696 -36.850764326733,174.748978141268 -36.8514187376056,174.748920376945 -36.8514631317813,174.74856765427 -36.8517342086558,174.74790032207 -36.8522352976282,174.747802047438 -36.8522982716707,174.747650961338 -36.8523877782845,174.74712752787 -36.852652566902,174.746879438899 -36.8527780670821,174.746320369933 -36.8530608765668,174.74589073361 -36.8532635363499,174.745445205532 -36.8534736895495)",100048213,FRANKLIN ROAD,N,FRANKLIN ROAD,,1824626,2,,,sealed
"LINESTRING (174.748542206173 -36.8494551373938,174.748541391434 -36.8494705254593,174.748538475019 -36.849491037959,174.748535260632 -36.8495050182745,174.748531803638 -36.8495257280105,174.748531819602 -36.849549322335,174.748534413858 -36.8495729598455,174.748622252615 -36.8501138302861,174.748655166698 -36.8503123669709,174.748729073955 -36.850789577321,174.74873879569 -36.8508519976441,174.748784067859 -36.8511425340406,174.748812153825 -36.8513202665004,174.748819050712 -36.8513425310229,174.748830095779 -36.8513686616677,174.748843903319 -36.8513961721808,174.74886172235 -36.8514191376555,174.748890180116 -36.8514437546638,174.748920376945 -36.8514631317813)",3262403,ENGLAND STREET,N,ENGLAND STREET,,1824822,2,,,sealed
"LINESTRING (174.748622252615 -36.8501138302861,174.748733515373 -36.8500435483306,174.749278671373 -36.8496175886118)",3321067,SPRING STREET,N,SPRING STREET,,1823758,1,,,sealed
"LINESTRING (174.748729073955 -36.850789577321,174.748859610209 -36.8507107192419,174.749067575984 -36.8505586073973,174.749471339648 -36.8502414453628,174.749772113692 -36.8500010285661,174.750306707276 -36.8495933519563)",100048459,IRELAND STREET,N,IRELAND STREET,,1824263,2,,,sealed
"LINESTRING (174.751140354253 -36.8489481732514,174.750306707276 -36.8495933519563)",3321068,IRELAND STREET,N,IRELAND STREET,,1824263,2,,,sealed
"LINESTRING (174.750812686836 -36.8499818134151,174.750756193472 -36.8499593026163,174.750730442444 -36.8499489162945,174.750710007813 -36.8499367706365,174.750688012129 -36.8499208938628,174.750512371124 -36.8497762254733,174.750306707276 -36.8495933519563,174.750252551491 -36.8495470289567,174.749827888752 -36.8492060738094,174.74975261397 -36.8491456354723,174.749684387571 -36.8491322076152)",100048460,MIDDLE STREET,N,MIDDLE STREET,,1824598,2,,,sealed
