WKT,t50_fid,name_ascii,macronated,name,hway_num,rna_sufi,lane_count,way_count,status,surface
"LINESTRING (174.761626303872 -36.8833983781514,174.761233900619 -36.8833118341021,174.760304349725 -36.8831121052852,174.759867339646 -36.8830042023778,174.759364477361 -36.8828760915857,174.758835181374 -36.8827449809513,174.758088525795 -36.8825637082378,174.757683372982 -36.8824642823878,174.757622901254 -36.8824494423504,174.756783943345 -36.8822441099773,174.756521959764 -36.8821792898639,174.756434975774 -36.882157767479,174.756231382606 -36.8821099426007,174.756127438639 -36.8820843677008,174.75604778222 -36.8820601273291,174.755930914714 -36.8820228816284,174.755792825873 -36.8819800186203,174.755602356983 -36.8819065817548,174.7555637313 -36.8818932908113,174.755420575238 -36.8818440297099,174.755311108097 -36.8818075213031,174.755203943636 -36.8817794513848,174.754989905744 -36.8817360149716,174.754779988492 -36.8816882809991,174.753955469046 -36.881514062927,174.753515740458 -36.8814248162844,174.752861918003 -36.8812895858582,174.752002324627 -36.8811031626733,174.751090860394 -36.8809081787906,174.750474348278 -36.8807817865017,174.749931806828 -36.8806805541744,174.749697266381 -36.8806309466064,174.749535233637 -36.8805967041011)",100095014,GRANGE ROAD,N,GRANGE ROAD,,1825111,2,,,sealed
"LINESTRING (174.873366679432 -36.937643864482,174.873420260311 -36.93769871506,174.873455689514 -36.9377532769909,174.873501634048 -36.9378254046005,174.873556961125 -36.9379081774098,174.873637893547 -36.9380560736962,174.87365432752 -36.938086975813,174.873711889518 -36.93819521403,174.873768155884 -36.9383042597265,174.87387695348 -36.9385151084083,174.874013408696 -36.9387424372545,174.874125565245 -36.9389274486813,174.874263137827 -36.9391551795842,174.874405851522 -36.939394226299,174.874557959474 -36.9396443017316,174.874656400297 -36.9397859396623,174.874725701323 -36.9398856504974,174.874873822829 -36.9401492802405,174.874992751175 -36.9403784123381,174.875126752692 -36.9405982128556,174.87527938936 -36.9408852752561,174.875408485862 -36.9410603331186,174.875533686774 -36.9412656942446,174.875805841287 -36.9417479370459,174.876060115534 -36.9421135122762)",100048435,UNDERWOOD STREET,N,UNDERWOOD STREET,,1837518,2,,,sealed
"LINESTRING (174.871515620824 -36.9441940427775,174.87350371485 -36.9432854195037,174.873596649844 -36.9432428159244,174.875984884488 -36.9421479253615,174.876060115534 -36.9421135122762,174.876399464994 -36.9419582821895,174.877060337969 -36.9416558928543,174.877988330695 -36.9412268923923,174.878061737233 -36.9411875145237,174.87812355237 -36.9411505741673,174.878137459369 -36.941142263957,174.878201044236 -36.9411031810773,174.878212248631 -36.9410962944291,174.87829573057 -36.9410318320277,174.878383513685 -36.940956288336,174.878401024952 -36.9409377785598,174.878461077498 -36.940874297818,174.878595223965 -36.9407118680985)",100048436,PUKEKIWIRIKI PLACE,N,PUKEKIWIRIKI PLACE,,1837542,2,,,sealed
"LINESTRING (174.881238404833 -36.9414901330454,174.88130011326 -36.9414187282297,174.88134056667 -36.9413725644504,174.881380965203 -36.9413241257048,174.881413217974 -36.941277586214,174.881437301238 -36.9412319341832,174.881465033581 -36.9411718474321,174.881512743302 -36.9409996610975,174.881615852625 -36.9406559290066,174.881759214539 -36.9401248746963,174.881903160996 -36.9396416662981,174.882029087033 -36.9391938054586,174.882098543341 -36.9389437420461,174.882138913863 -36.9387983903896,174.882211808725 -36.9385411619131,174.882292281303 -36.9382794256468,174.882394488413 -36.9378965115972,174.882467835187 -36.9376376813565)",100048437,RA ORA DRIVE,N,RA ORA DRIVE,,1829339,2,,,sealed
"LINESTRING (174.757927914273 -36.880106447134,174.757076757109 -36.880058012343,174.757052133856 -36.8800580574368,174.757031085673 -36.8800593935529,174.756999763522 -36.8800649439549,174.756968100599 -36.8800763346738,174.756957027153 -36.8800817460473,174.756940091129 -36.8800924863219,174.75692631064 -36.8801059416393,174.756915278069 -36.8801193554166,174.756903983377 -36.8801363622115,174.756760268064 -36.8804631371525,174.756696254677 -36.8806032760864,174.756689750623 -36.8806157702123,174.75667861727 -36.8806290015845,174.756669419163 -36.8806375723459,174.756654537071 -36.8806480064,174.756627002841 -36.8806611125265,174.756607522817 -36.8806658180322,174.756587623688 -36.8806672163999,174.756568809561 -36.8806675387442,174.756551299291 -36.8806665429743,174.756535667786 -36.8806643954508,174.753442853269 -36.8800078152186,174.75107086317 -36.8795039963258,174.750442126329 -36.8793704416513,174.750220568392 -36.8793293251774,174.749959834354 -36.8792801868736)",100048396,PROSPECT TERRACE,N,PROSPECT TERRACE,,1825050,2,,,sealed
"LINESTRING (174.750338573295 -36.8781215234656,174.750414014197 -36.8781390292289,174.751476272211 -36.878369157435,174.752135393479 -36.878511944337,174.752515988316 -36.878594391515,174.752575084462 -36.878607147163,174.752593108606 -36.8786096384831,174.752608740989 -36.878611798237,174.752628314986 -36.878613620426,174.752651704144 -36.8786144813818,174.752670957825 -36.8786126470363,174.752692692789 -36.8786068146826,174.752710114597 -36.8785998399597,174.752725142292 -36.8785913511468,174.752736301015 -36.8785824020403,174.752749266872 -36.8785680876211)",100048397,EWINGTON AVENUE,N,EWINGTON AVENUE,,1825136,2,,,sealed
"LINESTRING (174.751074446769 -36.8864021501412,174.750628158583 -36.8875174308853,174.750551146843 -36.8877093013109)",100048392,TENTERDEN AVENUE,N,TENTERDEN AVENUE,,1825076,2,,,sealed
"LINESTRING (174.750267427731 -36.8451051943381,174.749654254626 -36.8448303599214,174.749014617356 -36.8445649946197,174.748767965647 -36.8444533382626)",100048464,WAITEMATA STREET,N,WAITEMATA STREET,,1824837,2,,,sealed
"LINESTRING (174.881924854392 -36.9431389157868,174.882341269982 -36.9430961129734,174.882516729542 -36.9430771500066)",100048281,NEILPARK DRIVE,N,NEILPARK DRIVE,,1828181,2,,,sealed
"LINESTRING (174.848824205461 -36.950433347758,174.848791673409 -36.9503368805566,174.848766028416 -36.95025321749,174.848685246626 -36.949990484473,174.848611221052 -36.9497491083947,174.848569176335 -36.9496138333192,174.848554919007 -36.9495682196282,174.848528117013 -36.9494824762385,174.848466747974 -36.9492852595982,174.848418457052 -36.9491322536103,174.848393385584 -36.9490528159072,174.848352739147 -36.9489200228262,174.848303493135 -36.9487633957248,174.848291596978 -36.9487271351783,174.848263560575 -36.9486416804234,174.848214751957 -36.9484846886408,174.848164625026 -36.9483284339039,174.84812483503 -36.9481941960927,174.848074020895 -36.9480279356389,174.848018056501 -36.9478513811379,174.847946915529 -36.9476185455856,174.847881622749 -36.9474063655275,174.847874541717 -36.9473900203496,174.847867967954 -36.9473761720431,174.847860502898 -36.947362337609,174.847851745213 -36.9473503115123,174.847840776578 -36.9473390354757,174.847826688413 -36.9473278079922,174.847786766746 -36.947298739877,174.847775513292 -36.9472879450651,174.847767742148 -36.9472737575648,174.847765169475 -36.9472594891547,174.847764694334 -36.9472398225417,174.847765139865 -36.9472249834892,174.847765517109 -36.9472123843778,174.847766909134 -36.9471777844801,174.847774811941 -36.9471359285712,174.84777789062 -36.9471096477417,174.847778212676 -36.9470922544677,174.847774980467 -36.9470660718615,174.847758323499 -36.9469915098502,174.8477064508 -36.946827472096,174.847624502488 -36.9465714927529,174.847545261373 -36.9463199426553,174.847488560051 -36.9461404781192,174.847408599513 -36.9458898341092,174.847329767427 -36.9456397673419,174.847260943697 -36.9454196533796,174.847191157979 -36.9452058140011,174.847137086654 -36.9450469260257,174.847109382581 -36.9449460540744,174.847080350176 -36.944840346467,174.847023956976 -36.944670475909,174.846939812357 -36.9444094619988,174.846805250999 -36.9439799165485,174.846693310905 -36.9436258534369,174.84658147549 -36.9432760806483,174.846499173045 -36.943017423477,174.846421145019 -36.9427634686432,174.846361145839 -36.9425744231842,174.846330466329 -36.9424777550546,174.846206543742 -36.9420947830594,174.84609137488 -36.9417271477589,174.845964995812 -36.941330171056,174.845860730029 -36.9409953822265,174.845779152623 -36.9407466402842,174.845721873047 -36.9405557341618,174.845659202555 -36.9403312096106,174.845608524201 -36.9401924954437,174.845552129346 -36.940038132142,174.845453534071 -36.9397167357624,174.845364323099 -36.9394362485991,174.845290104842 -36.939207613885,174.845183512344 -36.9388710217484,174.845130597539 -36.9387027201563,174.845045471165 -36.9384331986745,174.844963781324 -36.9381795563716,174.844867146046 -36.9378758993532,174.844848793282 -36.9378165197429,174.844755372578 -36.9375142637855,174.844666776864 -36.9372048351271,174.844594836388 -36.9369535743716,174.844447766573 -36.936438730309)",100048061,CHURCH STREET,N,CHURCH STREET,,1825750,2,,,sealed
"LINESTRING (174.794438833049 -36.9514473020447,174.794417627115 -36.9513882602884,174.794306788814 -36.9510460523814,174.794227107103 -36.9507906552478,174.79409527035 -36.9503638675683,174.794089006253 -36.9503430956141,174.793977372569 -36.9499728779771,174.793927236979 -36.9498115905061,174.793858762455 -36.9495904841343,174.793787745741 -36.9493687013695,174.793694888941 -36.9490834552981,174.793600048927 -36.9487896539545,174.793550827242 -36.948641598374,174.793490080695 -36.9484588787728,174.793350614174 -36.948035781746,174.793262483397 -36.9477745500214,174.793169746864 -36.9475069495976,174.793062337884 -36.9471837667962,174.792956996371 -36.9468727142598,174.792814980753 -36.9464420233886,174.792707809629 -36.9461288530409,174.792625431366 -36.9458847041461,174.792533523847 -36.9456142279608,174.792501388025 -36.9455161552906,174.792499526375 -36.9455104738643,174.792498350041 -36.9455068838382,174.792444569207 -36.9453427509359,174.792433684427 -36.9453095317499,174.792360115098 -36.9450988745636,174.792267066915 -36.9448176841281,174.792199028413 -36.9446148137176,174.792084181664 -36.9442781491404,174.791947792839 -36.943875051799,174.79187821311 -36.9436670947885,174.791806120894 -36.943451667581,174.791743657927 -36.9432645670559,174.791675681397 -36.9430584640681,174.791616658636 -36.9428850784297,174.791565905862 -36.9427319055338,174.79151010807 -36.9425632860599,174.79139979726 -36.9422427256357,174.79124845201 -36.9417929000431,174.79074901309 -36.9403079123823,174.790266164587 -36.9388721924106,174.790021409549 -36.9381154466194,174.789542026487 -36.9366690468409)",100118365,SOUTH-WESTERN MOTORWAY,N,SOUTH-WESTERN MOTORWAY,20,3018532,4,,,sealed
"LINESTRING (174.860070471715 -36.9513747201023,174.860050715995 -36.9513341080261,174.860015192522 -36.951264244677,174.860009622662 -36.9512536378132,174.859988665657 -36.9512157611176,174.859935500156 -36.9511162720409,174.859917515591 -36.9510807859237,174.859890626058 -36.9510258816274,174.859853491752 -36.950940612002,174.859802382909 -36.9508183603084,174.8597629676 -36.9507126187046,174.859720780563 -36.9505907039983,174.859695468954 -36.9505028651205,174.859671252325 -36.9504111929037,174.859642552005 -36.9503062369931,174.85962595081 -36.9502344781564,174.859609792753 -36.950156511309,174.859595976445 -36.9500770773852,174.859573933067 -36.949928138323,174.85955738356 -36.9498096372242,174.859550184464 -36.9497091142569,174.859546984656 -36.9494797519637,174.859547429707 -36.9494677124,174.859557383187 -36.9491986663478,174.859578392991 -36.9490118509867,174.859616191416 -36.9487823232707,174.859650125459 -36.9486382307051,174.859670144555 -36.9485573122555,174.859703446126 -36.9484361230546,174.859743047508 -36.9483296203751,174.859767726545 -36.9482448136298,174.859822600295 -36.9481065931455,174.859875982242 -36.9479803195415,174.859930154936 -36.94786214088,174.859990954526 -36.9477476745491,174.860056996226 -36.9476288339794,174.860115720533 -36.9475268004328,174.860180338754 -36.9474227673186,174.860291236007 -36.9472669754764,174.860373453562 -36.947153604631,174.860457627403 -36.9470473568335,174.860513668191 -36.9469816134522,174.860555334547 -36.9469356503146,174.860606809115 -36.9468776099105,174.860709873995 -36.9467662960961,174.860730479517 -36.946745855859,174.860879879595 -36.9465976537528,174.861062767159 -36.9464211777738,174.861105861932 -36.946375703102,174.861210501366 -36.9462652844236,174.861393797598 -36.9460568462092,174.861573855768 -36.9458374876481,174.861676838616 -36.9456985119455,174.861800218326 -36.9455186759084,174.861872882287 -36.9454035448718,174.86202387094 -36.9451374250785,174.862137796012 -36.9449109955288,174.862203169298 -36.9447649778106,174.862307799937 -36.9445229541664,174.862326151662 -36.9444711265465,174.862354502197 -36.9443910608675,174.862383218843 -36.9443014213677,174.862434968887 -36.9441083989715,174.862476050316 -36.943916498411,174.862520552509 -36.9436210458043,174.862551688974 -36.9433543569255,174.862565293476 -36.9432378316776,174.862595448582 -36.9429144640427,174.86262358911 -36.9427280130037,174.862644350172 -36.9426289586884,174.862671029145 -36.9425288579281,174.862698498078 -36.9424368530268,174.862737545145 -36.9423322652255,174.862776252639 -36.9422381758867,174.862824105051 -36.9421291578241,174.862891289391 -36.9420088664658,174.862948760275 -36.9419044672083,174.863036840286 -36.9417638160882,174.863125082541 -36.9416298393241,174.863248665082 -36.9414591271602,174.86340523834 -36.9412668765397,174.863528926271 -36.9411218004359,174.863666406124 -36.9409759047312,174.86376934229 -36.9408760271588,174.863899006411 -36.9407700515928,174.864088000126 -36.9406137233036,174.864227420242 -36.9405152734422,174.864415149627 -36.9403880238982,174.864555406943 -36.9403025349885,174.864722704779 -36.9402141101503,174.864944779745 -36.9401055716063,174.865158830726 -36.9400101340838,174.865342232858 -36.9399407075503,174.865531079535 -36.9398808203659,174.865776001963 -36.93981126383,174.865958940811 -36.9397656988226,174.866369294152 -36.9396809847399,174.866642593272 -36.9396206064312,174.866828800293 -36.9395880866651,174.866969155933 -36.9395635747744,174.867238406859 -36.9395082800021,174.867587983234 -36.9394328880967,174.86801735386 -36.939335025429,174.868095350764 -36.9393097817186,174.868199909495 -36.9392759405481,174.868434218505 -36.9391990114557,174.868736721861 -36.9390963160709,174.868909274872 -36.939031239657,174.869029607115 -36.9389841443555,174.869170643601 -36.9389308644184,174.869364587589 -36.9388581868653,174.869759387012 -36.9386862944375,174.870664149653 -36.9382593464371,174.870825702962 -36.9381627565554,174.870957944299 -36.9380836912078,174.871927589143 -36.9376397047653,174.872363459364 -36.9374531461673,174.872686357385 -36.9372978310726,174.873075552289 -36.9371112787101,174.873363705515 -36.9369619655951,174.873658270195 -36.9368154600664,174.873956786254 -36.9366823508252,174.874105755758 -36.9366225288157,174.874301701691 -36.9365565174953,174.874476822188 -36.9365100966932,174.874667612737 -36.9364642475168,174.87474395706 -36.9364525561554,174.874824462521 -36.9364402267024,174.874953212275 -36.9364243719146,174.87507980396 -36.9364129152478,174.875226032321 -36.9364076954787,174.875358699008 -36.9364037821328,174.875508799862 -36.9364086857349,174.875947300854 -36.9364416235312)",100048062,HIGHBROOK DRIVE,N,HIGHBROOK DRIVE,,1829012,4,,,sealed
"LINESTRING (174.745942027319 -36.8916885247235,174.746125977876 -36.8917326690616,174.746353502386 -36.8917823863807,174.748923938537 -36.8923521290521,174.749940690228 -36.8925774760906,174.750747826425 -36.8927563586445,174.75213939906 -36.8930598138536,174.75227895401 -36.8930936566176,174.752352345354 -36.8931114543588,174.752963068456 -36.893259554311,174.753849414216 -36.8934461189191,174.753989697747 -36.8934756458976,174.754018797062 -36.8934817707673,174.754206408853 -36.8935232561502,174.754278502827 -36.8935391979622,174.754375478975 -36.8935596448927,174.754434809757 -36.8935675206349,174.754481490422 -36.8935668311765,174.754535074375 -36.89356166373,174.754722020858 -36.8935345228765,174.754762145971 -36.8935285040787,174.754957810554 -36.8934991582833,174.754996033414 -36.8934957318227,174.755024606195 -36.8934931698981,174.755070538009 -36.893493741431,174.755116487638 -36.8934969527078,174.75519864608 -36.8935164461558,174.755376638289 -36.8935586766171,174.755748002194 -36.8936432059558,174.756016703193 -36.8937038754924,174.756265387774 -36.8937600254011,174.757207059705 -36.8939761435303,174.758563500781 -36.8942873447883)",100048193,MARSDEN AVENUE,N,MARSDEN AVENUE,,1825060,2,,,sealed
"LINESTRING (174.743119456258 -36.8732833886125,174.743158154539 -36.8733130907063,174.743197344879 -36.8733398102297,174.743234957251 -36.8733627023488,174.74327870905 -36.8733863525399,174.743319104883 -36.8734056416781,174.743353572641 -36.8734203407102,174.743414506732 -36.8734386299105,174.743495354251 -36.8734601168691,174.744792258079 -36.8737093699421,174.746319254625 -36.8739927878112,174.746688898491 -36.8740604540123,174.746979501728 -36.874113650175,174.747284328707 -36.8741711729052,174.747709593852 -36.8742505573981,174.748039281829 -36.8743120993078,174.748369062491 -36.874373648846,174.748448092677 -36.8743897754191,174.74849473646 -36.8744013112084,174.748525018976 -36.8744112995012,174.748554978934 -36.8744233782423,174.748579010578 -36.8744358434708,174.748603844705 -36.8744509792821,174.748634371851 -36.8744716944407,174.74867204187 -36.8744964785836,174.748735713022 -36.8745387662753,174.748832549753 -36.874603519369,174.748889748276 -36.8746408655418,174.74897944569 -36.8746994322249,174.749121082435 -36.8747924415764,174.749278528804 -36.8748953535912,174.749519997809 -36.8750542634594,174.749652212231 -36.8751408518287,174.749900940243 -36.8753088954702,174.749956168524 -36.8753456482052,174.750172218864 -36.8754894243863,174.750356362509 -36.8756134431896,174.75091486716 -36.8759804103736,174.751014808949 -36.8760035143856)",100048399,WALTERS ROAD,N,WALTERS ROAD,,1824836,2,,,sealed
"LINESTRING (174.748845700478 -36.8787673203473,174.749305340655 -36.8773277607167,174.749387070497 -36.8770847377904,174.749409411278 -36.8770230462976,174.749428399936 -36.8769706122807,174.749497485167 -36.8767458996695,174.749880963432 -36.8755625942291,174.749956168524 -36.8753456482052,174.750065148539 -36.8750160252574,174.750213585286 -36.8745606090647,174.750232047488 -36.8745028034514,174.750245071234 -36.8744667011766,174.750263663556 -36.8744248230814,174.750282028305 -36.8743902284854,174.750302270195 -36.8743419779223,174.750326560873 -36.8743077791397,174.750784066347 -36.8740087128279)",100048400,CROMWELL STREET,N,CROMWELL STREET,,1818777,2,,,sealed
"LINESTRING (174.845138629625 -36.9453301311121,174.844990904795 -36.9453749665243,174.844961229722 -36.945382581463,174.844928829097 -36.9453880936064,174.844912833774 -36.9453901303903,174.844895494033 -36.9453918302395,174.844876782892 -36.9453921210014,174.844859669572 -36.9453916622697,174.844847310832 -36.9453897172843,174.844830252871 -36.9453846167891,174.844820777123 -36.9453797562963,174.844808078412 -36.9453706528946,174.844789459305 -36.9453562759261,174.844774927436 -36.9453450549615,174.844749821578 -36.945320405484,174.844600324173 -36.9451642617676,174.844419225306 -36.9449728380919,174.844226679469 -36.944768712969,174.844034127213 -36.944564231593,174.84389937101 -36.9444206612367,174.843859397078 -36.9443780727515,174.84365273395 -36.9441612887226,174.843479526656 -36.9439805568283,174.843462558295 -36.9439628497674,174.843243069956 -36.9437315987314,174.8430953613 -36.9435754252352,174.842955790639 -36.9434241329583,174.842818176586 -36.9432748894846,174.842765883391 -36.9432181770441,174.84261847706 -36.9430745175756,174.842397683972 -36.942844358606,174.842231097766 -36.9426702972654,174.842216193624 -36.9426547247619,174.84203335124 -36.942464396853,174.841806110039 -36.9422253938508,174.841726970013 -36.9421429311393,174.841603151606 -36.9420139141352,174.841469795598 -36.9418755567142,174.841398287011 -36.9418000282455,174.841342936424 -36.9417451498793,174.841225116551 -36.9416230345815,174.841099647664 -36.9414803290105,174.840973027604 -36.9413111386892,174.840863686061 -36.9411819513688,174.840742535059 -36.9411010361475,174.840729966679 -36.941091792366,174.840702924398 -36.941071903944,174.84066898803 -36.941047641927,174.840632901517 -36.9410110182584,174.840480185713 -36.9408502780341,174.840342028248 -36.9407041837497,174.840189312557 -36.9405434431271,174.840056249947 -36.9404037157772,174.839912323512 -36.9402487872841,174.839813597427 -36.9401446245732,174.839731717413 -36.9400582352924,174.839643683794 -36.9399673869192,174.839490984086 -36.9398071399223,174.839354776656 -36.9396649809255,174.839210924562 -36.9395130256427,174.838963840413 -36.9392545907108,174.838838393924 -36.9391231713123,174.838683168767 -36.9389604845928,174.838559016334 -36.9388315234775,174.838378441977 -36.938641961168,174.838312429821 -36.9385739392646,174.838223918344 -36.938482733041,174.838112129138 -36.9383648186071,174.838077541906 -36.9383283358475,174.837969896675 -36.9382179579702,174.837867855318 -36.9381094770567,174.837717038887 -36.9379501899449,174.837541059599 -36.9377693070049)",100048201,GREAT SOUTH ROAD,N,GREAT SOUTH ROAD,,3034769,2,,,sealed
"LINESTRING (174.842132828204 -36.9357593337874,174.842178810478 -36.935899727759,174.842258414475 -36.9361674498735,174.842339507015 -36.9364308918759,174.842420019181 -36.9366922156917,174.842460800131 -36.936822656716,174.842540608117 -36.9370767564409,174.842625494213 -36.9373435445119,174.842705068838 -36.937587860261,174.842758656755 -36.9377657651868,174.842860255902 -36.9380880422,174.842896674624 -36.9382073211693,174.842912631321 -36.9382595826936,174.842995736147 -36.9385183123126,174.843107022336 -36.9388685256687,174.843240915054 -36.9392988200611,174.84328036554 -36.9394213127905,174.843306240313 -36.9395016514579,174.843405442857 -36.9398405746228,174.843578707932 -36.9404005963928,174.84363331634 -36.9405982572383,174.843656897614 -36.9406836148248,174.843766867978 -36.9410230328525,174.843838880216 -36.941265673228,174.84386995811 -36.9413662115574,174.843991615705 -36.9417597785432,174.844136827539 -36.942213260756,174.844156410913 -36.9422753117591,174.844276432301 -36.9426556092955,174.844364041572 -36.9429375560267,174.844376726517 -36.9429776362933,174.844464381481 -36.9432545997166,174.844574310898 -36.943599634443,174.844612389933 -36.9437189851706,174.844671372116 -36.9439038516765,174.844778892689 -36.9442474922872,174.844901145715 -36.9446352605246,174.845012128942 -36.9449745549648,174.845138629625 -36.9453301311121)",100048202,ATKINSON AVENUE,N,ATKINSON AVENUE,,1825868,4,,,sealed
"LINESTRING (174.846840597337 -36.9374078475715,174.846950904393 -36.9377749433477,174.847025375779 -36.938013504749,174.84711354613 -36.9382888522038,174.84717543522 -36.9384821258608,174.847364694664 -36.9390965149337,174.847494831559 -36.9395060448467,174.847581405476 -36.939793154593,174.847646373962 -36.9400086137926,174.847827278388 -36.9405774917402,174.848039322868 -36.9412594104576,174.848185699112 -36.9416945644281,174.8482753333 -36.941962598999,174.848322599724 -36.9421154869217,174.848336066106 -36.9421715169652,174.84835387305 -36.9422456022804,174.848419734473 -36.9424376018791,174.848647304268 -36.9431587904549,174.848829488519 -36.9437819582419,174.848943863047 -36.9441325815152,174.849011938622 -36.944347567726,174.849061638556 -36.9445097144791,174.849073727558 -36.9445554078901,174.849094417935 -36.9446336077351,174.849168392232 -36.9448644408983,174.849301934194 -36.945277630441,174.849396588397 -36.945565251622,174.84950475376 -36.9459097734458,174.849592531246 -36.9462094539535,174.849675839089 -36.9464839706679,174.849724370042 -36.9466204566751,174.849771219891 -36.9467786627111,174.849819282118 -36.9469309002218)",100048203,HUTTON STREET,N,HUTTON STREET,,1825780,2,,,sealed
"LINESTRING (174.751468803584 -36.8745862197991,174.751409144837 -36.8745696122968,174.751380286814 -36.8745585473725,174.751352641198 -36.874543633861,174.751326214507 -36.8745254025582,174.751291093575 -36.8744962885965,174.751191509528 -36.8744005256453,174.750784066347 -36.8740087128279,174.750309315004 -36.8735521675682,174.75019976852 -36.8734426817398,174.749483753194 -36.8727672685615,174.74868516339 -36.8720139426311,174.748496637638 -36.8718303634291,174.74844666294 -36.8717814041638,174.748421166429 -36.8717618272143,174.748397171116 -36.871748210388,174.748372085979 -36.8717398373884,174.748342231121 -36.8717354707385,174.748312782402 -36.8717364692134,174.748282439421 -36.8717422850027,174.748248472762 -36.8717526761462,174.748219743752 -36.8717651191882,174.748181949427 -36.8717857058507,174.748149050442 -36.871803859855,174.747956040408 -36.8719049541193,174.747421193572 -36.8721932746108,174.747337393195 -36.8722412498519,174.747241647812 -36.8722860612159,174.747185353134 -36.8723114209375,174.747125511533 -36.8723308433585,174.747063088548 -36.8723440150297,174.747009488432 -36.8723445489881,174.74695626532 -36.8723394214452,174.746904342298 -36.8723287206813)",100048401,ONSLOW ROAD,N,ONSLOW ROAD,,1824420,2,,,sealed
"LINESTRING (174.752174733875 -36.8723838427689,174.751612222016 -36.8722611460975,174.750734958545 -36.8720697887617,174.750273184666 -36.8719690590881,174.750216247953 -36.8719534483008,174.750195227392 -36.8719457765495,174.750175777224 -36.871935784137,174.750158289115 -36.871923673505,174.750143119832 -36.871909690874,174.750136806003 -36.8718970587075,174.750132918182 -36.8718838103402,174.75013154168 -36.8718702428604,174.750132708177 -36.8718566631598,174.750160545234 -36.8717627684547,174.750193780575 -36.8716583007799,174.75026136685 -36.8714512156495,174.750413254791 -36.8710264110252,174.75042548437 -36.8709922068978,174.750517573172 -36.8707346486569,174.750527115119 -36.8707093605829,174.75053841505 -36.8706833372497,174.750546092763 -36.8706672045488,174.750555117643 -36.8706488031463,174.750564828384 -36.8706298301008,174.750590183054 -36.87059123325,174.750692171793 -36.870448954158,174.750709786535 -36.8704175252424,174.750723910604 -36.8703827776341,174.750730388036 -36.8703560853378,174.75073227409 -36.8703452828834,174.750732683683 -36.8703207143284,174.750731567156 -36.870295734714,174.750728794415 -36.8702699033974,174.750720236848 -36.8702212415536,174.750482690582 -36.8689885275685)",100048402,GEORGE STREET,N,GEORGE STREET,,1825025,2,,,sealed
"LINESTRING (174.753859949875 -36.8613706360908,174.753625075749 -36.8616495237381,174.753486651567 -36.86183634576,174.753441036555 -36.8618876284797,174.753379660273 -36.8619487827341,174.75315269698 -36.8621823827483,174.75297304626 -36.8623667118065,174.752774247532 -36.8625695383222,174.75265996534 -36.8626929325923,174.752617687857 -36.8627385810418,174.752517242161 -36.8628451475952,174.752345213495 -36.8630341692732,174.752140113692 -36.863258349487,174.751776687509 -36.8636354764831,174.751550402187 -36.8638672121313,174.7512909079 -36.8641409987147,174.751290514842 -36.8641414122786,174.75128689764 -36.8641452181839,174.750692173343 -36.8647709617422,174.750122716012 -36.8653746995095,174.750003423652 -36.8655019849599,174.749880287029 -36.8656377490706,174.749818637067 -36.8657155335512,174.749768226503 -36.8657918599608,174.749716907699 -36.8658841922799,174.749620548683 -36.8661044306038)",100048270,STATE HIGHWAY 16,N,STATE HIGHWAY 16,16,3055877,1,,,sealed
"LINESTRING (174.75049185808 -36.8645159968009,174.7504591911 -36.8644895584256,174.750189032147 -36.8642709095429,174.750095813644 -36.8641954636503,174.749960403301 -36.8640828177389,174.749617416094 -36.8638071203794,174.749337126793 -36.8635826255403,174.749065010488 -36.8633594338334,174.748985189833 -36.8632939651024,174.748735740474 -36.863090314529,174.748634480332 -36.8630077092314)",100048407,KIRK STREET,N,KIRK STREET,,1824485,2,,,sealed
"LINESTRING (174.750839954562 -36.8619352944235,174.75134025316 -36.8623393459754,174.751352116017 -36.862350082811,174.751361308273 -36.8623626481767,174.751366697407 -36.8623750460625,174.751369669909 -36.8623879167191,174.751369485575 -36.8623993989634,174.751366160755 -36.8624102091236,174.751360141788 -36.8624203424235,174.751349283746 -36.8624316584039,174.750830052243 -36.8628651991992,174.750597781448 -36.8630464393968,174.75020930008 -36.863349567353,174.750078839022 -36.8634513642134,174.749879559692 -36.8636083984207,174.749617416094 -36.8638071203794)",100048408,MONMOUTH STREET,N,MONMOUTH STREET,,1824063,2,,,sealed
